geoid,name,estimate_coresident_grandparents_total,estimate_responsible_total,estimate_less_than_six_months,estimate_six_to_eleven_months,estimate_one_or_two_years,estimate_three_or_four_years,estimate_five_plus_years,estimate_not_responsible,moe_coresident_grandparents_total,moe_responsible_total,moe_less_than_six_months,moe_six_to_eleven_months,moe_one_or_two_years,moe_three_or_four_years,moe_five_plus_years,moe_not_responsible,duration_sum,duration_difference,duration_reconciliation_status,coresident_components_sum,coresident_difference,coresident_reconciliation_status,pct_responsible,moe_ratio,moe_exceeds_estimate,high_moe_flag,severe_moe_flag,cv_responsible_percent,responsible_ci90_lower,responsible_ci90_upper,pct_responsible_moe,percent_responsible_grandparents_less_than_six_months,percent_responsible_grandparents_less_than_six_months_moe,percent_responsible_grandparents_six_to_eleven_months,percent_responsible_grandparents_six_to_eleven_months_moe,percent_responsible_grandparents_one_or_two_years,percent_responsible_grandparents_one_or_two_years_moe,percent_responsible_grandparents_three_or_four_years,percent_responsible_grandparents_three_or_four_years_moe,percent_responsible_grandparents_five_plus_years,percent_responsible_grandparents_five_plus_years_moe,pct_responsible_ci90_lower,pct_responsible_ci90_upper,pct_responsible_cv_percent,pct_responsible_exclusion,percent_responsible_grandparents_less_than_six_months_ci90_lower,percent_responsible_grandparents_less_than_six_months_ci90_upper,percent_responsible_grandparents_less_than_six_months_cv_percent,percent_responsible_grandparents_less_than_six_months_exclusion,percent_responsible_grandparents_six_to_eleven_months_ci90_lower,percent_responsible_grandparents_six_to_eleven_months_ci90_upper,percent_responsible_grandparents_six_to_eleven_months_cv_percent,percent_responsible_grandparents_six_to_eleven_months_exclusion,percent_responsible_grandparents_one_or_two_years_ci90_lower,percent_responsible_grandparents_one_or_two_years_ci90_upper,percent_responsible_grandparents_one_or_two_years_cv_percent,percent_responsible_grandparents_one_or_two_years_exclusion,percent_responsible_grandparents_three_or_four_years_ci90_lower,percent_responsible_grandparents_three_or_four_years_ci90_upper,percent_responsible_grandparents_three_or_four_years_cv_percent,percent_responsible_grandparents_three_or_four_years_exclusion,percent_responsible_grandparents_five_plus_years_ci90_lower,percent_responsible_grandparents_five_plus_years_ci90_upper,percent_responsible_grandparents_five_plus_years_cv_percent,percent_responsible_grandparents_five_plus_years_exclusion,acs_year,acs_period,acs_product,state_fips,map_pct_responsible,five_core_county,national_rank_caregiver_count,national_percentile_caregiver_count,national_decile_caregiver_count,eligible_n_caregiver_count,exclusion_reason_caregiver_count,national_rank_caregiving_percent,national_percentile_caregiving_percent,national_decile_caregiving_percent,eligible_n_caregiving_percent,exclusion_reason_caregiving_percent,national_rank_less_than_six_months,national_percentile_less_than_six_months,national_decile_less_than_six_months,eligible_n_less_than_six_months,exclusion_reason_less_than_six_months,national_rank_six_to_eleven_months,national_percentile_six_to_eleven_months,national_decile_six_to_eleven_months,eligible_n_six_to_eleven_months,exclusion_reason_six_to_eleven_months,national_rank_one_or_two_years,national_percentile_one_or_two_years,national_decile_one_or_two_years,eligible_n_one_or_two_years,exclusion_reason_one_or_two_years,national_rank_three_or_four_years,national_percentile_three_or_four_years,national_decile_three_or_four_years,eligible_n_three_or_four_years,exclusion_reason_three_or_four_years,national_rank_five_plus_years,national_percentile_five_plus_years,national_decile_five_plus_years,eligible_n_five_plus_years,exclusion_reason_five_plus_years
13019,"Berrien County, Georgia",499,300,2,2,68,5,223,199,196,168,5,19,71,8,146,99,300,0,Pass,499,0,Pass,60.120240480961925,0.56,FALSE,TRUE,TRUE,34.04558258705909,132,468,23.996901552075613,0.6666666666666667,1.6243152403397563,0.6666666666666667,6.322320249191221,22.666666666666664,19.97474405342907,1.6666666666666667,2.4979991993593593,74.33333333333333,25.21239906606801,36.12333892888631,84.11714203303754,24.26650347135319,Caregiver count MOE exceeds 50% of estimate,0,2.2909819070064232,148.12703213144434,Percentage MOE exceeds 50% of estimate,0,6.988986915857888,576.5546683544884,Percentage MOE exceeds 50% of estimate,2.691922613237594,42.641410720095735,53.57550932193174,Percentage MOE exceeds 50% of estimate,0,4.164665866026026,91.12054076163916,Percentage MOE exceeds 50% of estimate,49.12093426726532,99.545732399401345,20.620695418522818,Caregiver count MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,NA,FALSE,1316,58.1265903307888,6,3144,Retained,NA,NA,NA,1531,Caregiver count MOE exceeds 50% of estimate,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate,NA,NA,NA,119,Percentage MOE exceeds 50% of estimate,NA,NA,NA,420,Percentage MOE exceeds 50% of estimate,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,NA,NA,NA,1337,Caregiver count MOE exceeds 50% of estimate
13023,"Bleckley County, Georgia",217,205,0,0,18,46,141,12,145,145,23,23,26,62,123,12,205,0,Pass,217,0,Pass,94.47004608294931,0.7073170731707317,FALSE,TRUE,TRUE,43.00182469619833,60,350,21.912674270638956,0,11.219512195121952,0,11.219512195121952,8.780487804878048,11.058264693661068,22.439024390243905,25.74468803427761,68.78048780487805,35.11716280238073,72.55737181231035,100,14.101782078728819,Caregiver count MOE exceeds 50% of estimate,0,11.219512195121952,NA,Unavailable MOE or zero percentage,0,11.219512195121952,NA,Unavailable MOE or zero percentage,0,19.838752498539115,76.5669028759995,Percentage MOE exceeds 50% of estimate,0,48.18371242452152,69.75195847944852,Percentage MOE exceeds 50% of estimate,33.66332500249732,100,31.040371658357238,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,NA,FALSE,1651,47.43956743002545,5,3144,Retained,NA,NA,NA,1531,Caregiver count MOE exceeds 50% of estimate,NA,NA,NA,132,Unavailable MOE or zero percentage,NA,NA,NA,119,Unavailable MOE or zero percentage,NA,NA,NA,420,Percentage MOE exceeds 50% of estimate,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,NA,NA,NA,1337,Percentage MOE exceeds 50% of estimate
13025,"Brantley County, Georgia",742,491,0,26,200,33,232,251,286,255,23,43,205,53,157,156,491,0,Pass,742,0,Pass,66.17250673854448,0.5193482688391039,FALSE,TRUE,TRUE,31.57413281822835,236,746,23.032878183934784,0,4.684317718940937,5.295315682281059,8.314631227162208,40.73319755600815,35.99538935142425,6.720977596741344,10.21435602742973,47.25050916496945,20.500020681421834,43.1396285546097,89.20538492247927,21.16134984252934,Caregiver count MOE exceeds 50% of estimate,0,4.684317718940937,NA,Unavailable MOE or zero percentage,0,13.609946909443266,95.46053838291077,Percentage MOE exceeds 50% of estimate,4.737808204583899,76.7285869074324,53.724343254497796,Percentage MOE exceeds 50% of estimate,0,16.935333624171072,92.39559931677083,Percentage MOE exceeds 50% of estimate,26.750488483547617,67.75052984639129,26.37670545324594,Caregiver count MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,NA,FALSE,915,70.91284987277353,8,3144,Retained,NA,NA,NA,1531,Caregiver count MOE exceeds 50% of estimate,NA,NA,NA,132,Unavailable MOE or zero percentage,NA,NA,NA,119,Percentage MOE exceeds 50% of estimate,NA,NA,NA,420,Percentage MOE exceeds 50% of estimate,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,NA,NA,NA,1337,Caregiver count MOE exceeds 50% of estimate
13027,"Brooks County, Georgia",429,227,0,0,79,73,75,202,158,124,23,23,82,87,71,106,227,0,Pass,429,0,Pass,52.91375291375291,0.5462555066079295,FALSE,TRUE,TRUE,33.20997672117154,103,351,21.346708457580885,0,10.13215859030837,0,10.13215859030837,34.801762114537446,30.71630347373764,32.158590308370044,34.06301353443394,33.03964757709251,25.54506882237777,31.567044456172024,74.26046137133379,24.52647285625047,Caregiver count MOE exceeds 50% of estimate,0,10.13215859030837,NA,Unavailable MOE or zero percentage,0,10.13215859030837,NA,Unavailable MOE or zero percentage,4.085458640799807,65.51806558827508,53.658738561785064,Percentage MOE exceeds 50% of estimate,0,66.22160384280399,64.39598749567143,Percentage MOE exceeds 50% of estimate,7.4945787547147376,58.58471639947028,47.005038646321935,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,NA,FALSE,1559,50.38167938931298,6,3144,Retained,NA,NA,NA,1531,Caregiver count MOE exceeds 50% of estimate,NA,NA,NA,132,Unavailable MOE or zero percentage,NA,NA,NA,119,Unavailable MOE or zero percentage,NA,NA,NA,420,Percentage MOE exceeds 50% of estimate,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,NA,NA,NA,1337,Percentage MOE exceeds 50% of estimate
13037,"Calhoun County, Georgia",63,8,0,5,0,0,3,55,67,12,20,9,20,20,6,67,8,0,Pass,63,0,Pass,12.698412698412698,1.5,TRUE,TRUE,TRUE,91.19352478676541,0,20,13.432643794763921,0,250,62.5,62.18671481916375,0,250,0,250,37.5,49.607837082461074,0,26.13105649317662,64.3109320796037,Percentage MOE exceeds 50% of estimate,0,100,NA,Unavailable MOE or zero percentage,0.3132851808362531,100,60.490941005535156,Percentage MOE exceeds 50% of estimate,0,100,NA,Unavailable MOE or zero percentage,0,100,NA,Unavailable MOE or zero percentage,0,87.10783708246107,80.42512925506195,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,NA,FALSE,2940,6.1704834605597965,1,3144,Retained,NA,NA,NA,1531,Percentage MOE exceeds 50% of estimate,NA,NA,NA,132,Unavailable MOE or zero percentage,NA,NA,NA,119,Percentage MOE exceeds 50% of estimate,NA,NA,NA,420,Unavailable MOE or zero percentage,NA,NA,NA,354,Unavailable MOE or zero percentage,NA,NA,NA,1337,Percentage MOE exceeds 50% of estimate
13039,"Camden County, Georgia",1145,312,54,54,71,18,115,833,248,170,74,86,51,21,70,189,312,0,Pass,1145,0,Pass,27.24890829694323,0.5448717948717948,FALSE,TRUE,TRUE,33.12585302083359,142,482,13.623701000357041,17.307692307692307,21.76251969217978,17.307692307692307,25.90069346812229,22.756410256410255,10.651453318538792,5.769230769230769,5.95161473799894,36.858974358974365,10.001295664136151,13.62520729658619,40.87260929730027,30.3961612290332,Caregiver count MOE exceeds 50% of estimate,0,39.070211999872086,76.44388570852287,Percentage MOE exceeds 50% of estimate,0,43.2083857758146,90.97979826114104,Percentage MOE exceeds 50% of estimate,12.104956937871464,33.40786357494905,28.45626239740878,Caregiver count MOE exceeds 50% of estimate,0,11.72084550722971,62.717630575136006,Percentage MOE exceeds 50% of estimate,26.857678694838214,46.860270023110516,16.496270264505323,Caregiver count MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,NA,FALSE,1275,59.38295165394402,6,3144,Retained,NA,NA,NA,1531,Caregiver count MOE exceeds 50% of estimate,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate,NA,NA,NA,119,Percentage MOE exceeds 50% of estimate,NA,NA,NA,420,Caregiver count MOE exceeds 50% of estimate,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,NA,NA,NA,1337,Caregiver count MOE exceeds 50% of estimate
13043,"Candler County, Georgia",135,117,16,47,20,9,25,18,76,71,22,49,30,16,33,21,117,0,Pass,135,0,Pass,86.66666666666667,0.6068376068376068,FALSE,TRUE,TRUE,36.893106893791135,46,188,19.6342722982443,13.675213675213676,16.8730919938313,40.17094017094017,34.05456419657945,17.094017094017094,23.449029834899356,7.6923076923076925,12.853848331464391,21.367521367521366,25.047876930914903,67.03239436842237,100,13.773219211538793,Caregiver count MOE exceeds 50% of estimate,0,30.548305669044975,75.01244073223033,Percentage MOE exceeds 50% of estimate,6.116375974360722,74.22550436751962,51.53901022228392,Percentage MOE exceeds 50% of estimate,0,40.54304692891645,83.39758765550536,Percentage MOE exceeds 50% of estimate,0,20.546156023772085,101.58960382312915,Percentage MOE exceeds 50% of estimate,0,46.41539829843627,71.26717059556341,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,NA,FALSE,2102,33.07888040712468,4,3144,Retained,NA,NA,NA,1531,Caregiver count MOE exceeds 50% of estimate,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate,NA,NA,NA,119,Percentage MOE exceeds 50% of estimate,NA,NA,NA,420,Percentage MOE exceeds 50% of estimate,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,NA,NA,NA,1337,Percentage MOE exceeds 50% of estimate
13049,"Charlton County, Georgia",404,137,41,10,0,25,61,267,142,87,47,16,23,41,60,124,137,0,Pass,404,0,Pass,33.910891089108915,0.635036496350365,FALSE,TRUE,TRUE,38.60747764695178,50,224,17.93528859395197,29.927007299270077,28.561521088087616,7.2992700729927,10.719565602282515,0,16.78832116788321,18.248175182481752,27.59235510426783,44.52554744525548,33.4448962466065,15.975602495156945,51.84617968306088,32.15451108126234,Percentage MOE exceeds 50% of estimate,1.3654862111824606,58.48852838735769,58.02174504671723,Percentage MOE exceeds 50% of estimate,0,18.018835675275213,89.28335405956658,Percentage MOE exceeds 50% of estimate,0,16.78832116788321,NA,Unavailable MOE or zero percentage,0,45.84053028674958,91.92678515208014,Percentage MOE exceeds 50% of estimate,11.08065119864898,77.97044369186197,45.66603743773025,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,NA,FALSE,1986,36.76844783715013,4,3144,Retained,NA,NA,NA,1531,Percentage MOE exceeds 50% of estimate,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate,NA,NA,NA,119,Percentage MOE exceeds 50% of estimate,NA,NA,NA,420,Unavailable MOE or zero percentage,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,NA,NA,NA,1337,Percentage MOE exceeds 50% of estimate
13053,"Chattahoochee County, Georgia",228,87,0,0,0,0,87,141,113,45,20,20,20,20,45,108,87,0,Pass,228,0,Pass,38.15789473684211,0.5172413793103449,FALSE,TRUE,TRUE,31.446043029919107,42,132,5.647545374864462,0,22.988505747126435,0,22.988505747126435,0,22.988505747126435,0,22.988505747126435,100,73.14897736412561,32.510349361977646,43.805440111706574,8.99804304681803,Caregiver count MOE exceeds 50% of estimate,0,22.988505747126435,NA,Unavailable MOE or zero percentage,0,22.988505747126435,NA,Unavailable MOE or zero percentage,0,22.988505747126435,NA,Unavailable MOE or zero percentage,0,22.988505747126435,NA,Unavailable MOE or zero percentage,26.851022635874386,100,44.47142053587954,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,NA,FALSE,2289,27.083333333333332,3,3144,Retained,NA,NA,NA,1531,Caregiver count MOE exceeds 50% of estimate,NA,NA,NA,132,Unavailable MOE or zero percentage,NA,NA,NA,119,Unavailable MOE or zero percentage,NA,NA,NA,420,Unavailable MOE or zero percentage,NA,NA,NA,354,Unavailable MOE or zero percentage,NA,NA,NA,1337,Percentage MOE exceeds 50% of estimate
13059,"Clarke County, Georgia",1589,269,0,13,48,108,100,1320,344,136,34,24,40,107,84,324,269,0,Pass,1589,0,Pass,16.928886091881687,0.5055762081784386,FALSE,TRUE,TRUE,30.736850981412875,133,405,7.734483538637679,0,12.639405204460965,4.83271375464684,8.580859525334366,17.843866171003718,11.82063062172817,40.14869888475837,34.20800881746961,37.174721189591075,24.937358752141837,9.194402553244007,24.663369630519366,27.776382232726277,Caregiver count MOE exceeds 50% of estimate,0,12.639405204460965,NA,Unavailable MOE or zero percentage,0,13.413573279981208,107.94746879196113,Percentage MOE exceeds 50% of estimate,6.023235549275547,29.66449679273189,40.27396907774987,Percentage MOE exceeds 50% of estimate,5.940690067288756,74.35670770222798,51.799916919783044,Percentage MOE exceeds 50% of estimate,12.237362437449239,62.112079941732915,40.782653206406344,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,NA,FALSE,1427,54.58015267175573,6,3144,Retained,NA,NA,NA,1531,Caregiver count MOE exceeds 50% of estimate,NA,NA,NA,132,Unavailable MOE or zero percentage,NA,NA,NA,119,Percentage MOE exceeds 50% of estimate,NA,NA,NA,420,Percentage MOE exceeds 50% of estimate,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,NA,NA,NA,1337,Percentage MOE exceeds 50% of estimate
13061,"Clay County, Georgia",127,36,21,0,2,0,13,91,61,29,24,14,5,14,14,60,36,0,Pass,127,0,Pass,28.346456692913385,0.8055555555555556,FALSE,TRUE,TRUE,48.97430034844809,7,65,18.331574681548148,58.333333333333336,47.289689458495424,0,38.88888888888889,5.555555555555555,13.148111922514289,0,38.88888888888889,36.11111111111111,25.809810337014838,10.014882011365238,46.67803137446153,39.31639918203328,Percentage MOE exceeds 50% of estimate,11.043643874837912,100,49.28586820333418,Percentage MOE exceeds 50% of estimate,0,38.88888888888889,NA,Unavailable MOE or zero percentage,0,18.703667478069846,143.88272046059672,Percentage MOE exceeds 50% of estimate,0,38.88888888888889,NA,Unavailable MOE or zero percentage,10.30130077409627,61.920921448125945,43.45269376080511,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,NA,FALSE,2649,15.617048346055979,2,3144,Retained,NA,NA,NA,1531,Percentage MOE exceeds 50% of estimate,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate,NA,NA,NA,119,Unavailable MOE or zero percentage,NA,NA,NA,420,Percentage MOE exceeds 50% of estimate,NA,NA,NA,354,Unavailable MOE or zero percentage,NA,NA,NA,1337,Percentage MOE exceeds 50% of estimate
13065,"Clinch County, Georgia",161,46,0,0,0,4,42,115,123,52,20,20,20,7,53,121,46,0,Pass,161,0,Pass,28.57142857142857,1.1304347826086956,TRUE,TRUE,TRUE,68.72555491176523,0,98,23.80575748996882,0,43.47826086956522,0,43.47826086956522,0,43.47826086956522,8.695652173913043,11.616483960494167,91.30434782608695,51.20544745218436,4.76567108145975,52.37718606139739,50.655055167014616,Percentage MOE exceeds 50% of estimate,0,43.47826086956522,NA,Unavailable MOE or zero percentage,0,43.47826086956522,NA,Unavailable MOE or zero percentage,0,43.47826086956522,NA,Unavailable MOE or zero percentage,0,20.31213613440721,81.21668904562307,Percentage MOE exceeds 50% of estimate,40.098900373902595,100,34.0955303343836,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,NA,FALSE,2574,18.03435114503817,2,3144,Retained,NA,NA,NA,1531,Percentage MOE exceeds 50% of estimate,NA,NA,NA,132,Unavailable MOE or zero percentage,NA,NA,NA,119,Unavailable MOE or zero percentage,NA,NA,NA,420,Unavailable MOE or zero percentage,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,NA,NA,NA,1337,Percentage MOE exceeds 50% of estimate
13075,"Cook County, Georgia",426,191,26,39,68,17,41,235,198,127,45,38,91,30,38,160,191,0,Pass,426,0,Pass,44.835680751173705,0.6649214659685864,FALSE,TRUE,TRUE,40.42435479203911,64,318,21.318976775940392,13.612565445026178,21.75218775824304,20.418848167539267,14.54267658663498,35.602094240837694,41.34678834196704,8.900523560209423,14.549201832494829,21.465968586387437,13.859968304268824,23.516703975233312,66.1546575271141,28.907819315227005,Caregiver count MOE exceeds 50% of estimate,0,35.36475320326922,97.14841195847768,Percentage MOE exceeds 50% of estimate,5.876171580904286,34.96152475417425,43.29979591690925,Percentage MOE exceeds 50% of estimate,0,76.94888258280474,70.60557247015844,Percentage MOE exceeds 50% of estimate,0,23.449725392704252,99.37939710054924,Percentage MOE exceeds 50% of estimate,7.606000282118613,35.32593689065626,39.254051764541835,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,NA,FALSE,1724,45.13358778625954,5,3144,Retained,NA,NA,NA,1531,Caregiver count MOE exceeds 50% of estimate,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate,NA,NA,NA,119,Percentage MOE exceeds 50% of estimate,NA,NA,NA,420,Percentage MOE exceeds 50% of estimate,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,NA,NA,NA,1337,Percentage MOE exceeds 50% of estimate
13079,"Crawford County, Georgia",347,115,0,69,0,21,25,232,181,109,23,98,23,22,26,139,115,0,Pass,347,0,Pass,33.14121037463977,0.9478260869565217,FALSE,TRUE,TRUE,57.623734502941616,6,224,26.22752131103735,0,20,60,63.465394765204245,0,20,18.26086956521739,8.14875581063509,21.73913043478261,9.305407012159701,6.913689063602419,59.36873168567712,48.11291013486408,Percentage MOE exceeds 50% of estimate,0,20,NA,Unavailable MOE or zero percentage,0,100,64.3070338958056,Percentage MOE exceeds 50% of estimate,0,20,NA,Unavailable MOE or zero percentage,10.112113754582301,26.409625375852478,27.129550150737053,Caregiver count MOE exceeds 50% of estimate,12.433723422622908,31.04453744694231,26.02351452710601,Caregiver count MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,NA,FALSE,2115,32.6176844783715,4,3144,Retained,NA,NA,NA,1531,Percentage MOE exceeds 50% of estimate,NA,NA,NA,132,Unavailable MOE or zero percentage,NA,NA,NA,119,Percentage MOE exceeds 50% of estimate,NA,NA,NA,420,Unavailable MOE or zero percentage,NA,NA,NA,354,Caregiver count MOE exceeds 50% of estimate,NA,NA,NA,1337,Caregiver count MOE exceeds 50% of estimate
13081,"Crisp County, Georgia",556,252,10,0,78,8,156,304,245,200,22,23,107,15,167,163,252,0,Pass,556,0,Pass,45.32374100719424,0.7936507936507936,FALSE,TRUE,TRUE,48.250542215219795,52,452,29.91749314339764,3.968253968253968,8.142290909929947,0,9.126984126984127,30.952380952380953,34.6326519394554,3.1746031746031744,5.3928495324355845,61.904761904761905,44.473137375769355,15.406247863796604,75.24123415059188,40.13028039171577,Percentage MOE exceeds 50% of estimate,0,12.110544878183916,124.74406692984623,Percentage MOE exceeds 50% of estimate,0,9.126984126984127,NA,Unavailable MOE or zero percentage,0,65.58503289183635,68.02435452770774,Percentage MOE exceeds 50% of estimate,0,8.56745270703876,103.27652107656677,Percentage MOE exceeds 50% of estimate,17.43162452899255,100,43.67636167593403,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,NA,FALSE,1472,53.1647582697201,6,3144,Retained,NA,NA,NA,1531,Percentage MOE exceeds 50% of estimate,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate,NA,NA,NA,119,Unavailable MOE or zero percentage,NA,NA,NA,420,Percentage MOE exceeds 50% of estimate,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,NA,NA,NA,1337,Percentage MOE exceeds 50% of estimate
13083,"Dade County, Georgia",431,242,0,11,133,35,63,189,204,186,23,16,163,34,50,97,242,0,Pass,431,0,Pass,56.148491879350345,0.768595041322314,FALSE,TRUE,TRUE,46.727260634540954,56,428,34.00154139164807,0,9.50413223140496,4.545454545454546,5.613156294882293,54.958677685950406,52.463766719329705,14.46280991735537,8.59211584537474,26.033057851239672,5.150549850902528,22.146950487702277,90.15003327099842,36.81571613535282,Percentage MOE exceeds 50% of estimate,0,9.50413223140496,NA,Unavailable MOE or zero percentage,0,10.158610840336838,75.07624779736936,Percentage MOE exceeds 50% of estimate,2.4949109666207008,100,58.03579479677985,Percentage MOE exceeds 50% of estimate,5.87069407198063,23.05492576273011,36.11770851323006,Percentage MOE exceeds 50% of estimate,20.882508000337143,31.1836077021422,12.028214233808214,Caregiver count MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,NA,FALSE,1503,52.099236641221374,6,3144,Retained,NA,NA,NA,1531,Percentage MOE exceeds 50% of estimate,NA,NA,NA,132,Unavailable MOE or zero percentage,NA,NA,NA,119,Percentage MOE exceeds 50% of estimate,NA,NA,NA,420,Percentage MOE exceeds 50% of estimate,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,NA,NA,NA,1337,Caregiver count MOE exceeds 50% of estimate
13085,"Dawson County, Georgia",551,175,91,0,0,0,84,376,171,134,102,30,30,30,68,153,175,0,Pass,551,0,Pass,31.76043557168784,0.7657142857142857,FALSE,TRUE,TRUE,46.55212312924405,41,309,22.23240597384979,52,42.56547455966861,0,17.142857142857142,0,17.142857142857142,0,17.142857142857142,48,12.609521507696527,9.52802959783805,53.99284154553763,42.55717170858597,Percentage MOE exceeds 50% of estimate,9.434525440331392,94.56547455966862,49.765328965609896,Percentage MOE exceeds 50% of estimate,0,17.142857142857142,NA,Unavailable MOE or zero percentage,0,17.142857142857142,NA,Unavailable MOE or zero percentage,0,17.142857142857142,NA,Unavailable MOE or zero percentage,35.39047849230347,60.60952150769653,15.970926557796872,Caregiver count MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,NA,FALSE,1790,43.034351145038165,5,3144,Retained,NA,NA,NA,1531,Percentage MOE exceeds 50% of estimate,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate,NA,NA,NA,119,Unavailable MOE or zero percentage,NA,NA,NA,420,Unavailable MOE or zero percentage,NA,NA,NA,354,Unavailable MOE or zero percentage,NA,NA,NA,1337,Caregiver count MOE exceeds 50% of estimate
13087,"Decatur County, Georgia",1093,259,9,0,75,69,106,834,402,157,15,27,67,97,82,360,259,0,Pass,1093,0,Pass,23.696248856358647,0.6061776061776062,FALSE,TRUE,TRUE,36.85298170275976,102,416,11.418004610588381,3.474903474903475,5.394866249269624,0,10.424710424710424,28.957528957528954,19.001813873011617,26.640926640926644,33.791095529141316,40.92664092664093,19.66959722787492,12.278244245770265,35.11425346694703,29.294315534437708,Caregiver count MOE exceeds 50% of estimate,0,8.8697697241731,94.38667339054065,Percentage MOE exceeds 50% of estimate,0,10.424710424710424,NA,Unavailable MOE or zero percentage,9.955715084517337,47.95934283054057,39.893882450248434,Percentage MOE exceeds 50% of estimate,0,60.43202217006796,77.11266076295216,Percentage MOE exceeds 50% of estimate,21.257043698766008,60.596238154515845,29.21878205708107,Caregiver count MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,NA,FALSE,1457,53.657760814249365,6,3144,Retained,NA,NA,NA,1531,Caregiver count MOE exceeds 50% of estimate,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate,NA,NA,NA,119,Unavailable MOE or zero percentage,NA,NA,NA,420,Percentage MOE exceeds 50% of estimate,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,NA,NA,NA,1337,Caregiver count MOE exceeds 50% of estimate
13091,"Dodge County, Georgia",902,179,0,0,23,33,123,723,280,94,23,23,24,42,90,270,179,0,Pass,902,0,Pass,19.844789356984478,0.5251396648044693,FALSE,TRUE,TRUE,31.926224692573363,85,273,8.40562809500885,0,12.849162011173185,0,12.849162011173185,12.849162011173185,11.58617718862624,18.435754189944134,21.37325802687214,68.71508379888269,35.012606314359665,11.439161261975627,28.25041745199333,25.751137666127757,Caregiver count MOE exceeds 50% of estimate,0,12.849162011173185,NA,Unavailable MOE or zero percentage,0,12.849162011173185,NA,Unavailable MOE or zero percentage,1.2629848225469456,24.435339199799422,54.81988297322808,Percentage MOE exceeds 50% of estimate,0,39.80901221681627,70.4827049860408,Percentage MOE exceeds 50% of estimate,33.70247748452302,100,30.977409958711615,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,NA,FALSE,1773,43.51145038167939,5,3144,Retained,NA,NA,NA,1531,Caregiver count MOE exceeds 50% of estimate,NA,NA,NA,132,Unavailable MOE or zero percentage,NA,NA,NA,119,Unavailable MOE or zero percentage,NA,NA,NA,420,Percentage MOE exceeds 50% of estimate,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,NA,NA,NA,1337,Percentage MOE exceeds 50% of estimate
