geoid,name,estimate_coresident_grandparents_total,estimate_responsible_total,estimate_less_than_six_months,estimate_six_to_eleven_months,estimate_one_or_two_years,estimate_three_or_four_years,estimate_five_plus_years,estimate_not_responsible,moe_coresident_grandparents_total,moe_responsible_total,moe_less_than_six_months,moe_six_to_eleven_months,moe_one_or_two_years,moe_three_or_four_years,moe_five_plus_years,moe_not_responsible,duration_sum,duration_difference,duration_reconciliation_status,coresident_components_sum,coresident_difference,coresident_reconciliation_status,pct_responsible,moe_ratio,moe_exceeds_estimate,high_moe_flag,severe_moe_flag,cv_responsible_percent,responsible_ci90_lower,responsible_ci90_upper,pct_responsible_moe,percent_responsible_grandparents_less_than_six_months,percent_responsible_grandparents_less_than_six_months_moe,percent_responsible_grandparents_six_to_eleven_months,percent_responsible_grandparents_six_to_eleven_months_moe,percent_responsible_grandparents_one_or_two_years,percent_responsible_grandparents_one_or_two_years_moe,percent_responsible_grandparents_three_or_four_years,percent_responsible_grandparents_three_or_four_years_moe,percent_responsible_grandparents_five_plus_years,percent_responsible_grandparents_five_plus_years_moe,pct_responsible_ci90_lower,pct_responsible_ci90_upper,pct_responsible_cv_percent,pct_responsible_exclusion,percent_responsible_grandparents_less_than_six_months_ci90_lower,percent_responsible_grandparents_less_than_six_months_ci90_upper,percent_responsible_grandparents_less_than_six_months_cv_percent,percent_responsible_grandparents_less_than_six_months_exclusion,percent_responsible_grandparents_six_to_eleven_months_ci90_lower,percent_responsible_grandparents_six_to_eleven_months_ci90_upper,percent_responsible_grandparents_six_to_eleven_months_cv_percent,percent_responsible_grandparents_six_to_eleven_months_exclusion,percent_responsible_grandparents_one_or_two_years_ci90_lower,percent_responsible_grandparents_one_or_two_years_ci90_upper,percent_responsible_grandparents_one_or_two_years_cv_percent,percent_responsible_grandparents_one_or_two_years_exclusion,percent_responsible_grandparents_three_or_four_years_ci90_lower,percent_responsible_grandparents_three_or_four_years_ci90_upper,percent_responsible_grandparents_three_or_four_years_cv_percent,percent_responsible_grandparents_three_or_four_years_exclusion,percent_responsible_grandparents_five_plus_years_ci90_lower,percent_responsible_grandparents_five_plus_years_ci90_upper,percent_responsible_grandparents_five_plus_years_cv_percent,percent_responsible_grandparents_five_plus_years_exclusion,acs_year,acs_period,acs_product,national_rank,map_pct_responsible
11,District of Columbia,9019,2984,300,88,388,718,1490,6035,1070,674,162,48,170,352,490,784,2984,0,Pass,9019,0,Pass,33.08570794988358,0.22587131367292224,FALSE,FALSE,FALSE,13.732000828033934,2310,3658,6.359239464517875,10.05361930294906,4.93121725237439,2.949061662198391,1.464181082048781,13.002680965147452,4.8816816893115655,24.06166219839142,10.469668443979876,49.93297587131367,11.934966404520914,26.7264684853657,39.444947414401454,11.685236066499792,Retained,5.122402050574671,14.98483655532345,29.819780597250094,Retained,1.48488058014961,4.413242744247173,30.184478791940567,Retained,8.120999275835889,17.884362654459018,22.8249215849456,Retained,13.591993754411543,34.5313306423713,26.45331152057381,Retained,37.99800946679276,61.86794227583459,14.53136777380507,Retained,2024,2020-2024,ACS five-year,30,33.08570794988358
08,Colorado,94178,31034,2515,2698,5450,5503,14868,63144,3158,1903,540,571,918,703,1244,2356,31034,0,Pass,94178,0,Pass,32.952494213085856,0.06131984275310949,FALSE,FALSE,FALSE,3.727981733350832,29131,32937,1.6917540618268352,8.104014951343688,1.6675574620590303,8.693690790745634,1.7609955598816502,17.56138428820004,2.755069130183051,17.732164722562352,1.987233530260007,47.90874524714829,2.727216929763168,31.26074015125902,34.64424827491269,3.121200577872113,Retained,6.436457489284657,9.771572413402716,12.509885010714903,Retained,6.932695230863985,10.454686350627284,12.314784449614836,Retained,14.806315158016988,20.31645341838309,9.537762357432465,Retained,15.744931192302346,19.71939825282236,6.813337346164318,Retained,45.18152831738512,50.635962176911455,3.460808994269476,Retained,2024,2020-2024,ACS five-year,31,32.952494213085856
31,Nebraska,24053,7846,668,684,1574,1096,3824,16207,1339,748,194,193,356,265,477,1155,7846,0,Pass,24053,0,Pass,32.61963164678003,0.09533520265103236,FALSE,FALSE,FALSE,5.795968777338817,7098,8594,2.5245557543615105,8.513892429263318,2.335577931898627,8.717817996431302,2.3151934189073637,20.061177670150396,4.114570908490464,13.968901351006885,3.103888352185088,48.7382105531481,3.92059173793069,30.095075892418517,35.14418740114154,4.705206162429971,Retained,6.178314497364692,10.849470361161943,16.677807148228133,Retained,6.402624577523938,11.033011415338668,16.145526974732483,Retained,15.946606761659933,24.17574857864086,12.469265440603817,Retained,10.865012998821795,17.072789703191972,13.50879415485507,Retained,44.81761881521741,52.65880229107879,4.89051712231532,Retained,2024,2020-2024,ACS five-year,32,32.61963164678003
48,Texas,722585,235377,22211,19200,45148,37012,111806,487208,10040,4783,1331,1505,2389,1801,3586,8566,235377,0,Pass,722585,0,Pass,32.57429921739311,0.02032059207144283,FALSE,FALSE,FALSE,1.2354042778325804,230594,240160,0.48300962738068703,9.436351045344278,0.5319717768410309,8.157126652136785,0.6175406637907098,19.18114344222247,0.9371427957619548,15.724561023379517,0.6952423685820346,47.500817836916944,1.1787262158633158,32.09128959001242,33.0573088447738,0.9014745056693416,Retained,8.904379268503247,9.968322822185309,3.4273404471775706,Retained,7.539585988346076,8.774667315927495,4.602577372469065,Retained,18.24400064646052,20.118286237984428,2.970325345183706,Retained,15.029318654797482,16.41980339196155,2.688007297536162,Retained,46.32209162105363,48.67954405278026,1.5086364583193923,Retained,2024,2020-2024,ACS five-year,33,32.57429921739311
26,Michigan,157211,50342,4822,4916,10198,7986,22420,106869,3103,2123,509,590,963,752,1425,2471,50342,0,Pass,157211,0,Pass,32.021932307535735,0.0421715466211116,FALSE,FALSE,FALSE,2.563847988059049,48219,52465,1.1933738640541969,9.578483175082436,0.9268895017275728,9.765205991021414,1.0972488300267975,20.257439116443525,1.7115604320753697,15.863493703070992,1.3356051846860182,44.53537801438163,2.1178190504074155,30.828558443481537,33.21530617158993,2.265696481739046,Retained,8.651593673354864,10.505372676810008,5.883069320082863,Retained,8.667957160994616,10.862454821048212,6.831191509276217,Retained,18.545878684368155,21.968999548518894,5.136655487047392,Retained,14.527888518384977,17.19909888775701,5.118609506614883,Retained,42.417558963974216,46.65319706478904,2.8910556457661665,Retained,2024,2020-2024,ACS five-year,34,32.021932307535735
04,Arizona,158674,47546,3797,4755,8845,8083,22066,111128,4191,2431,628,763,972,1050,1494,3268,47546,0,Pass,158674,0,Pass,29.964581468923708,0.05112943254953098,FALSE,FALSE,FALSE,3.1084487830259357,45115,49977,1.3118160674981594,7.9859504479872125,1.2561285146035546,10.000841290539688,1.5211161206817985,18.603037058848273,1.8095853645399576,17.000378580742858,2.0301313214083994,46.40979262188197,2.059821101335769,28.652765401425548,31.276397536421868,2.6615674284463253,Retained,6.729821933383658,9.242078962590767,9.562692846471272,Retained,8.47972516985789,11.521957411221486,9.246951439719547,Retained,16.793451694308317,20.41262242338823,5.913818167535963,Retained,14.970247259334458,19.03050990215126,7.260027773301345,Retained,44.3499715205462,48.46961372321774,2.698314817469495,Retained,2024,2020-2024,ACS five-year,35,29.964581468923708
27,Minnesota,63160,18407,1604,1545,3986,3265,8007,44753,2206,1195,299,314,509,549,810,1826,18407,0,Pass,63160,0,Pass,29.14344521849272,0.06492095398489706,FALSE,FALSE,FALSE,3.946913750934778,17212,19602,1.5948743739990687,8.71407616667572,1.5226854276994517,8.393545933612213,1.6164984831512332,21.65480523713805,2.3812191430795004,17.73781713478568,2.751288565124302,43.499755527788345,3.3747836780012244,27.54857084449365,30.738319592491788,3.3270423741750332,Retained,7.191390738976269,10.236761594375173,10.623352274134712,Retained,6.77704745046098,10.010044416763446,11.708535395884434,Retained,19.273586094058544,24.036024380217548,6.6852526746881065,Retained,14.986528569661376,20.48910569990998,9.429935301609246,Retained,40.12497184978712,46.87453920578957,4.716630630152622,Retained,2024,2020-2024,ACS five-year,36,29.14344521849272
17,Illinois,228305,65182,5523,7004,12153,10346,30156,163123,5241,2235,802,826,958,973,1607,4341,65182,0,Pass,228305,0,Pass,28.55040406473796,0.03428860728421957,FALSE,FALSE,FALSE,2.084599305518095,62947,67417,0.7271808294160508,8.473198122180971,1.1956072085770952,10.745297781596143,1.21247684705803,18.644717866895768,1.3234057006509137,15.87248013255193,1.3899927933590477,46.26430609677518,1.8872597635967092,27.823223235321912,29.27758489415401,1.5484703903885453,Retained,7.277590913603876,9.668805330758069,8.578550392142951,Retained,9.532820934538115,11.957774628654176,6.860057279811136,Retained,17.321312166244855,19.96812356754668,4.3152894178691135,Retained,14.482487339192884,17.262472925910977,5.324030069489157,Retained,44.37704633317847,48.15156586037189,2.480038205848692,Retained,2024,2020-2024,ACS five-year,37,28.55040406473796
12,Florida,477487,132601,11326,10808,25893,21065,63509,344886,7043,3865,1225,1095,1981,1660,2519,5612,132601,0,Pass,477487,0,Pass,27.770598990129574,0.02914759315540607,FALSE,FALSE,FALSE,1.7720478392613848,128736,136466,0.698150628785652,8.541413714828696,0.8896454747800826,8.15076809375495,0.790872867580376,19.527002058808,1.381287176420385,15.886003876290523,1.1630943343760058,47.89481225631783,1.2883833657349657,27.072448361343923,28.468749618915226,1.528398593867544,Retained,7.6517682400486144,9.431059189608778,6.332277798848997,Retained,7.359895226174574,8.941640961335326,5.8990337780256485,Retained,18.145714882387615,20.908289235228388,4.300521775989163,Retained,14.72290954191452,17.049098210666532,4.45115809015451,Retained,46.60642889058286,49.18319562205279,1.6354202729268017,Retained,2024,2020-2024,ACS five-year,38,27.770598990129574
53,Washington,139816,38725,3007,3234,6951,6247,19286,101091,3501,1990,432,495,724,656,1478,2779,38725,0,Pass,139816,0,Pass,27.697116209875837,0.05138799225306649,FALSE,FALSE,FALSE,3.1241680968480856,36735,40715,1.242894476304123,7.765009683666882,1.0417519132986557,8.351194318915429,1.2040502987121646,17.94964493221433,1.6262116338561683,16.131697869593285,1.4773024027231012,49.80245319561007,2.831450438000839,26.45422173357171,28.94001068617996,2.7281764010690113,Retained,6.723257770368226,8.806761596965538,8.156334874626864,Retained,7.147144020203264,9.555244617627594,8.76534034670305,Retained,16.32343329835816,19.5758565660705,5.508000167529181,Retained,14.654395466870184,17.609000272316386,5.567523615899616,Retained,46.971002757609234,52.633903633610906,3.4564555108179245,Retained,2024,2020-2024,ACS five-year,39,27.697116209875837
41,Oregon,68461,18763,1658,1706,4014,2798,8587,49698,2371,1300,462,391,709,471,772,1954,18763,0,Pass,68461,0,Pass,27.406844772936417,0.06928529552843361,FALSE,FALSE,FALSE,4.212246876753718,17463,20063,1.644643037941412,8.836539998934072,2.384962320009664,9.09236262857752,1.9863868797040176,21.393167403933273,3.4758687646275397,14.912327452965943,2.2877697487141893,45.765602515589194,2.621917228943159,25.762201734995006,29.051487810877827,3.648256409143301,Retained,6.451577678924408,11.221502318943736,16.408618491818327,Retained,7.105975748873503,11.078749508281538,13.281888587904811,Retained,17.917298639305734,24.86903616856081,9.87781810137901,Retained,12.624557704251751,17.200097201680133,9.326949484972792,Retained,43.14368528664603,48.387519744532355,3.482992475626641,Retained,2024,2020-2024,ACS five-year,40,27.406844772936417
32,Nevada,77522,20958,2908,1625,4395,2744,9286,56564,2776,1323,678,320,726,533,996,2303,20958,0,Pass,77522,0,Pass,27.03490622016976,0.06312625250501001,FALSE,FALSE,FALSE,3.837803648340828,19635,22281,1.4054578252704937,13.875369787193431,3.114208182217325,7.7536024429812,1.4462863965132022,20.970512453478385,3.201151087073723,13.092852371409483,2.4051332470622473,44.30766294493749,3.842117195579447,25.629448394899267,28.44036404544025,3.1605720392681613,Retained,10.761161604976108,16.989577969410757,13.645071586647155,Retained,6.307316046467998,9.199888839494404,11.340273145642213,Retained,17.769361366404663,24.171663540552107,9.280467884061874,Retained,10.687719124347238,15.497985618471732,11.16805679717764,Retained,40.46554574935804,48.14978014051694,5.271867760123199,Retained,2024,2020-2024,ACS five-year,41,27.03490622016976
24,Maryland,137693,37200,3536,3283,7076,5453,17852,100493,3228,1948,745,593,973,635,1325,3095,37200,0,Pass,137693,0,Pass,27.01662393876232,0.05236559139784946,FALSE,FALSE,FALSE,3.183601904742276,35252,39148,1.2650473103324582,9.50537634408602,1.939845411145912,8.825268817204302,1.5256265845114656,19.021505376344088,2.418503292880268,14.658602150537634,1.5246615198566824,47.98924731182796,2.524187630831983,25.75157662842986,28.281671249094774,2.8467441259555835,Retained,7.565530932940108,11.445221755231932,12.407107597508292,Retained,7.299642232692836,10.350895401715768,10.50976603898832,Retained,16.60300208346382,21.440008669224355,7.729911859322402,Retained,13.133940630680952,16.183263670394318,6.323443243978451,Retained,45.46505968099598,50.51343494265994,3.1977936749452907,Retained,2024,2020-2024,ACS five-year,42,27.01662393876232
09,Connecticut,58947,15662,1629,1177,2699,3072,7085,43285,2078,1281,411,336,685,623,831,1694,15662,0,Pass,58947,0,Pass,26.56963034590395,0.08179032052100625,FALSE,FALSE,FALSE,4.972498414499914,14381,16943,1.960930991222564,10.400970501851615,2.482471245802032,7.515004469416422,2.055382468347667,17.232792746775637,4.140305950948376,19.614353211594945,3.6399278682681815,45.23687907036138,3.802939116613783,24.608699354681384,28.53056133712651,4.486932552319317,Retained,7.918499256049584,12.883441747653649,14.510524317333536,Retained,5.459622001068755,9.57038693776409,16.627851904932758,Retained,13.09248679582726,21.37309869772401,14.606612671965143,Retained,15.97442534332676,23.254281079863123,11.282141150958402,Retained,41.4339399537476,49.03981818697517,5.1109246809306645,Retained,2024,2020-2024,ACS five-year,43,26.56963034590395
33,New Hampshire,21457,5647,816,515,920,750,2646,15810,1383,677,238,220,265,194,504,1123,5647,0,Pass,21457,0,Pass,26.317751782635035,0.11988666548609882,FALSE,FALSE,FALSE,7.28859173373947,4970,6324,2.6603630044104083,14.450150522401277,3.8421271475057335,9.1198866654861,3.7393065152282254,16.291836373295553,4.266975727667221,13.28138834779529,3.0441808929865126,46.85673809102178,6.935488431242767,23.65738877822463,28.97811478704544,6.1456080187055,Retained,10.60802337489554,18.29227766990701,16.164865859207854,Retained,5.380580150257874,12.859193180714325,24.92724993117027,Retained,12.024860645628332,20.558812100962776,15.922925972231775,Retained,10.237207454808775,16.325569240781803,13.934767382761176,Retained,39.921249659779015,53.79222652226455,8.998657922428022,Retained,2024,2020-2024,ACS five-year,44,26.317751782635035
44,Rhode Island,19967,5226,563,653,852,865,2293,14741,1380,947,343,281,311,377,620,1217,5226,0,Pass,19967,0,Pass,26.173185756498224,0.18120933792575583,FALSE,FALSE,FALSE,11.016745499817176,4279,6173,4.384307359644581,10.77305778798316,6.266290220217494,12.49521622655951,4.876975076969149,16.303099885189436,5.16593022032448,16.551856104094913,6.5608448641761505,43.87676999617298,8.805240327904768,21.788878396853644,30.557493116142805,10.183970867341577,Retained,4.506767567765667,17.039348008200655,35.36260572529926,Percentage MOE exceeds 50% of estimate,7.618241149590361,17.37219130352866,23.729003671057043,Retained,11.137169664864956,21.469030105513916,19.26420492264098,Retained,9.9910112399187625,23.112700968271064,24.09826688441505,Retained,35.07152966826821,52.68201032407775,12.200547156141276,Retained,2024,2020-2024,ACS five-year,45,26.173185756498224
36,New York,391560,97966,8092,7739,19122,15611,47402,293594,6002,2848,753,862,1318,1213,2145,5128,97966,0,Pass,391560,0,Pass,25.01940954132189,0.02907131045464753,FALSE,FALSE,FALSE,1.7674101803531013,95118,100814,0.6180251626580308,8.260008574403365,0.7301617507929854,7.899679480636139,0.8493985775511594,19.519016801747547,1.2198418817201613,15.935120347875795,1.1482579215651318,48.386174795337155,1.6779157633258754,24.40138437866386,25.637434703979924,1.5017645372916368,Retained,7.529846823610379,8.99017032519635,5.374169055597117,Retained,7.050280903084979,8.749078058187298,6.536944562170795,Retained,18.299174920027387,20.738858683467708,3.799429107399936,Retained,14.786862426310662,17.083378269440928,4.380834489934608,Retained,46.70825903201128,50.06409055866303,2.108247564518619,Retained,2024,2020-2024,ACS five-year,46,25.01940954132189
49,Utah,63739,14948,1495,897,3773,1966,6817,48791,2240,1218,350,221,613,411,789,1739,14948,0,Pass,63739,0,Pass,23.451889737837117,0.08148247257158148,FALSE,FALSE,FALSE,4.953782588095631,13730,16166,1.7240473711675954,10.001337971635,2.195056441708523,6.000802782981001,1.3952626545598743,25.24083489430024,3.547856546284516,13.15226117206315,2.5320800261483822,45.6047631790206,3.7485807433598106,21.72784236666952,25.17593710900471,4.469347202113924,Retained,7.806281529926478,12.196394413343524,13.34321031799382,Retained,4.605540128421127,7.396065437540876,14.135766393736397,Retained,21.69297834801572,28.788691440584756,8.545452775191825,Retained,10.620181145914769,15.684341198211532,11.70441592289914,Retained,41.85618243566079,49.35334392238041,4.997230802301118,Retained,2024,2020-2024,ACS five-year,47,23.451889737837117
25,Massachusetts,119994,27413,2488,1521,4489,5246,13669,92581,3278,1923,570,403,700,642,1187,2899,27413,0,Pass,119994,0,Pass,22.845308932113273,0.07014919928501076,FALSE,FALSE,FALSE,4.2647684958462495,25490,29336,1.4760677907775364,9.075985846131395,1.97943386395742,5.548462408346405,1.4176450890794745,16.37544230839383,2.2805621124623023,19.13690584759056,1.9190126750236736,49.86320358953781,2.5523301128531175,21.369241141335735,24.32137672289081,3.928095262072274,Retained,7.0965519821739775,11.055419710088817,13.259279612289989,Retained,4.1308173192669315,6.966107497425879,15.53343888273536,Retained,14.094880195931529,18.65600442085613,8.46684499117255,Retained,17.21789317256689,21.055918522614235,6.096475969509007,Retained,47.31087347668469,52.41553370239093,3.111927067856438,Retained,2024,2020-2024,ACS five-year,48,22.845308932113273
34,New Jersey,183472,40539,3207,2625,7165,6998,20544,142933,4464,2258,484,421,765,912,1684,3898,40539,0,Pass,183472,0,Pass,22.095469608441615,0.05569944991243,FALSE,FALSE,FALSE,3.3862861107989226,38281,42797,1.1070792419167657,7.9109006142233405,1.1096254650189763,6.475246059350255,0.9738654079145947,17.674338291521742,1.6099366506747494,17.26238930412689,2.0338613026911916,50.677125730777774,3.0476797757211926,20.98839036652485,23.20254885035838,3.0461284621615725,Retained,6.801275149204364,9.020526079242316,8.52752948392072,Retained,5.50138065143566,7.449111467264849,9.143561845796944,Retained,16.06440164084699,19.284274942196493,5.5378140305958485,Retained,15.2285280014357,19.296250606818084,7.1629706198114365,Retained,47.62944595505658,53.72480550649897,3.65620132241188,Retained,2024,2020-2024,ACS five-year,49,22.095469608441615
15,Hawaii,52307,10432,941,688,1660,1468,5675,41875,1748,892,238,174,314,335,717,1608,10432,0,Pass,52307,0,Pass,19.94379337373583,0.08550613496932516,FALSE,FALSE,FALSE,5.198403892497109,9540,11324,1.5696830227349634,9.020322085889571,2.1471105254322995,6.595092024539877,1.5697238946998309,15.912576687116564,2.6848874428818665,14.072085889570552,2.977325064322765,54.39992331288344,5.059897461946529,18.374110351000866,21.513476396470793,4.784944868433928,Retained,6.873211560457271,11.167432611321871,14.471218437401324,Retained,5.0253681298400465,8.164815919239707,14.470220619317194,Retained,13.227689244234698,18.597464129998432,10.257896605367003,Retained,11.094760825247787,17.049410953893318,12.86294816476858,Retained,49.34002585093691,59.45982077482997,5.654785969220077,Retained,2024,2020-2024,ACS five-year,50,19.94379337373583
06,California,1067698,209799,18624,17380,39646,32093,102056,857899,10020,4504,1223,1090,1813,1819,3504,8302,209799,0,Pass,1067698,0,Pass,19.649657487416857,0.02146816715046306,FALSE,FALSE,FALSE,1.305171888774784,205295,214303,0.37940128051809047,8.877068050848669,0.550907593066113,8.284119562057016,0.48815786924564186,18.89713487671533,0.7630147294388687,15.297022388095272,0.8024203026924317,48.64465512228371,1.3034113718448592,19.270256206898765,20.02905876793495,1.173860667417513,Retained,8.326160457782557,9.42797564391478,3.772957839661851,Retained,7.795961692811375,8.772277431302658,3.582503963591847,Retained,18.134120147276462,19.6601496061542,2.4547637546009904,Retained,14.49460208540284,16.099442690787704,3.189097150476992,Retained,47.34124375043885,49.94806649412857,1.628992633029428,Retained,2024,2020-2024,ACS five-year,51,19.649657487416857
