geoid,name,duration_sum,duration_difference,duration_reconciliation_status,coresident_components_sum,coresident_difference,coresident_reconciliation_status
1830402,"Hagerstown town, Indiana",0,0,Pass,43,0,Pass
1830564,"Hamburg CDP, Indiana",0,0,Pass,0,0,Pass
1830594,"Hamilton town, Indiana",30,0,Pass,39,0,Pass
1830708,"Hamlet town, Indiana",2,0,Pass,22,0,Pass
1831000,"Hammond city, Indiana",879,0,Pass,2139,0,Pass
1831180,"Hanna CDP, Indiana",0,0,Pass,0,0,Pass
1831216,"Hanover town, Indiana",8,0,Pass,13,0,Pass
1831396,"Hardinsburg CDP, Indiana",0,0,Pass,0,0,Pass
1831432,"Harlan CDP, Indiana",33,0,Pass,40,0,Pass
1831486,"Harmony town, Indiana",0,0,Pass,5,0,Pass
1832098,"Harrison Lake CDP, Indiana",0,0,Pass,0,0,Pass
1832170,"Harrodsburg CDP, Indiana",0,0,Pass,0,0,Pass
1832242,"Hartford City city, Indiana",43,0,Pass,73,0,Pass
1832332,"Hartsville town, Indiana",0,0,Pass,5,0,Pass
1832422,"Hashtown CDP, Indiana",0,0,Pass,0,0,Pass
1832494,"Hatfield CDP, Indiana",50,0,Pass,55,0,Pass
1832512,"Haubstadt town, Indiana",0,0,Pass,11,0,Pass
1832584,"Hayden CDP, Indiana",0,0,Pass,0,0,Pass
1832638,"Haysville CDP, Indiana",0,0,Pass,0,0,Pass
1832728,"Hazleton town, Indiana",0,0,Pass,1,0,Pass
1832768,"Hartz Lake CDP, Indiana",0,0,Pass,0,0,Pass
1832818,"Hebron town, Indiana",112,0,Pass,174,0,Pass
1832854,"Hedrick CDP, Indiana",0,0,Pass,0,0,Pass
1832926,"Helmer CDP, Indiana",0,0,Pass,0,0,Pass
1832944,"Helmsburg CDP, Indiana",0,0,Pass,0,0,Pass
1832980,"Heltonville CDP, Indiana",0,0,Pass,0,0,Pass
1832998,"Hemlock CDP, Indiana",0,0,Pass,0,0,Pass
1833142,"Henryville CDP, Indiana",0,0,Pass,0,0,Pass
1833178,"Herbst CDP, Indiana",0,0,Pass,0,0,Pass
1833187,"Heritage Lake CDP, Indiana",29,0,Pass,29,0,Pass
1833214,"Hessen Cassel CDP, Indiana",0,0,Pass,0,0,Pass
1833392,"Hidden Valley CDP, Indiana",35,0,Pass,72,0,Pass
1833466,"Highland town, Indiana",186,0,Pass,445,0,Pass
1833484,"Highland CDP, Indiana",0,0,Pass,0,0,Pass
1833826,"Hillisburg CDP, Indiana",0,0,Pass,0,0,Pass
1833862,"Hillsboro town, Indiana",1,0,Pass,1,0,Pass
1833952,"Hillsdale CDP, Indiana",0,0,Pass,0,0,Pass
1834096,"Hoagland CDP, Indiana",13,0,Pass,39,0,Pass
1834114,"Hobart city, Indiana",268,0,Pass,417,0,Pass
1834168,"Hobbs CDP, Indiana",0,0,Pass,0,0,Pass
1834186,"Hoffman Lake CDP, Indiana",0,0,Pass,0,0,Pass
1834284,"Holiday Woods CDP, Indiana",0,0,Pass,0,0,Pass
1834294,"Holland town, Indiana",0,0,Pass,2,0,Pass
1834366,"Holton town, Indiana",1,0,Pass,1,0,Pass
1834420,"Homecroft town, Indiana",0,0,Pass,0,0,Pass
1834456,"Homer CDP, Indiana",0,0,Pass,0,0,Pass
1834744,"Hope town, Indiana",18,0,Pass,33,0,Pass
1834816,"Hortonville CDP, Indiana",0,0,Pass,0,0,Pass
1834978,"Howe CDP, Indiana",36,0,Pass,48,0,Pass
1835086,"Hudson town, Indiana",3,0,Pass,22,0,Pass
1835104,"Hudson Lake CDP, Indiana",0,0,Pass,0,0,Pass
1835266,"Huntertown town, Indiana",56,0,Pass,89,0,Pass
1835284,"Huntingburg city, Indiana",58,0,Pass,105,0,Pass
1835302,"Huntington city, Indiana",201,0,Pass,460,0,Pass
1835392,"Huron CDP, Indiana",29,0,Pass,29,0,Pass
1835500,"Hymera town, Indiana",7,0,Pass,14,0,Pass
1835536,"Idaville CDP, Indiana",0,0,Pass,0,0,Pass
1835626,"Independence CDP, Indiana",0,0,Pass,0,0,Pass
1836003,"Indianapolis city (balance), Indiana",5973,0,Pass,15709,0,Pass
1836306,"Indian Village town, Indiana",4,0,Pass,6,0,Pass
1836342,"Ingalls town, Indiana",14,0,Pass,29,0,Pass
1836468,"Ireland CDP, Indiana",0,0,Pass,0,0,Pass
1837674,"Jalapa CDP, Indiana",0,0,Pass,0,0,Pass
1837692,"Jamestown town, Indiana",0,0,Pass,9,0,Pass
1837764,"Jasonville city, Indiana",5,0,Pass,85,0,Pass
1837782,"Jasper city, Indiana",0,0,Pass,142,0,Pass
1837908,"Jefferson CDP, Indiana",0,0,Pass,0,0,Pass
1838358,"Jeffersonville city, Indiana",220,0,Pass,610,0,Pass
1838484,"Jerome CDP, Indiana",0,0,Pass,0,0,Pass
1838547,"Jimmerson Lake CDP, Indiana",0,0,Pass,0,0,Pass
1838664,"Johnson CDP, Indiana",0,0,Pass,14,0,Pass
1838862,"Jonesboro city, Indiana",13,0,Pass,35,0,Pass
1838916,"Jonesville town, Indiana",2,0,Pass,2,0,Pass
1839042,"Judah CDP, Indiana",0,0,Pass,0,0,Pass
1839078,"Judson CDP, Indiana",0,0,Pass,0,0,Pass
1839096,"Judyville CDP, Indiana",0,0,Pass,0,0,Pass
1839366,"Kempton town, Indiana",6,0,Pass,6,0,Pass
1839402,"Kendallville city, Indiana",191,0,Pass,277,0,Pass
1839438,"Kennard town, Indiana",9,0,Pass,19,0,Pass
1839510,"Kent CDP, Indiana",0,0,Pass,0,0,Pass
1839546,"Kentland town, Indiana",5,0,Pass,12,0,Pass
1839618,"Kewanna town, Indiana",0,0,Pass,8,0,Pass
1839654,"Keystone CDP, Indiana",0,0,Pass,0,0,Pass
1839744,"Kimmell CDP, Indiana",0,0,Pass,0,0,Pass
1839798,"Kingman town, Indiana",0,0,Pass,7,0,Pass
1839816,"Kingsbury town, Indiana",0,0,Pass,5,0,Pass
1839852,"Kingsford Heights town, Indiana",11,0,Pass,15,0,Pass
1839942,"Kirklin town, Indiana",0,0,Pass,8,0,Pass
1840266,"Knightstown town, Indiana",49,0,Pass,58,0,Pass
1840302,"Knightsville town, Indiana",0,0,Pass,11,0,Pass
1840374,"Knox city, Indiana",57,0,Pass,94,0,Pass
1840392,"Kokomo city, Indiana",385,0,Pass,1070,0,Pass
1840464,"Koontz Lake CDP, Indiana",0,0,Pass,0,0,Pass
1840518,"Kouts town, Indiana",0,0,Pass,6,0,Pass
1840536,"Kramer CDP, Indiana",18,0,Pass,18,0,Pass
1840644,"Laconia town, Indiana",0,0,Pass,0,0,Pass
1840662,"La Crosse town, Indiana",7,0,Pass,19,0,Pass
1840698,"Ladoga town, Indiana",3,0,Pass,13,0,Pass
1840788,"Lafayette city, Indiana",524,0,Pass,907,0,Pass
1840842,"La Fontaine town, Indiana",0,0,Pass,0,0,Pass
1840860,"Lagrange town, Indiana",9,0,Pass,84,0,Pass
1840896,"Lagro town, Indiana",16,0,Pass,38,0,Pass
1841004,"Lake Bruce CDP, Indiana",0,0,Pass,0,0,Pass
1841022,"Lake Cicott CDP, Indiana",0,0,Pass,0,0,Pass
1841058,"Lake Dalecarlia CDP, Indiana",0,0,Pass,0,0,Pass
1841112,"Lake Eliza CDP, Indiana",7,0,Pass,7,0,Pass
1841130,"Lake Everett CDP, Indiana",0,0,Pass,0,0,Pass
1841211,"Lake Holiday CDP, Indiana",19,0,Pass,19,0,Pass
1841215,"Lake Holiday Hideaway CDP, Indiana",0,0,Pass,0,0,Pass
1841400,"Lake of the Woods CDP, Indiana",0,0,Pass,0,0,Pass
1841444,"Lake Santee CDP, Indiana",16,0,Pass,50,0,Pass
1841463,"Lakeshore Resort CDP, Indiana",0,0,Pass,0,0,Pass
1841530,"Lakes of the Four Seasons CDP, Indiana",0,0,Pass,158,0,Pass
1841535,"Lake Station city, Indiana",204,0,Pass,354,0,Pass
1841562,"Laketon CDP, Indiana",0,0,Pass,10,0,Pass
1841580,"Lake View CDP, Indiana",0,0,Pass,0,0,Pass
1841652,"Lake Village CDP, Indiana",18,0,Pass,18,0,Pass
1841670,"Lakeville town, Indiana",0,0,Pass,11,0,Pass
1841706,"Lakewood CDP, Indiana",0,0,Pass,0,0,Pass
1841796,"Lamb CDP, Indiana",0,0,Pass,0,0,Pass
1841994,"Landess CDP, Indiana",0,0,Pass,0,0,Pass
1842048,"Lanesville town, Indiana",4,0,Pass,9,0,Pass
1842138,"Laotto CDP, Indiana",0,0,Pass,0,0,Pass
1842192,"La Paz town, Indiana",6,0,Pass,7,0,Pass
1842228,"Lapel town, Indiana",53,0,Pass,68,0,Pass
1842246,"La Porte city, Indiana",167,0,Pass,468,0,Pass
1842282,"Larwill town, Indiana",2,0,Pass,12,0,Pass
1842318,"Laud CDP, Indiana",0,0,Pass,0,0,Pass
1842372,"Laurel town, Indiana",3,0,Pass,29,0,Pass
1842426,"Lawrence city, Indiana",444,0,Pass,956,0,Pass
1842462,"Lawrenceburg city, Indiana",21,0,Pass,60,0,Pass
1842516,"Lawrenceport CDP, Indiana",0,0,Pass,0,0,Pass
1842606,"Leavenworth town, Indiana",2,0,Pass,2,0,Pass
1842624,"Lebanon city, Indiana",98,0,Pass,141,0,Pass
1842678,"Leesburg town, Indiana",4,0,Pass,24,0,Pass
1842822,"Leiters Ford CDP, Indiana",0,0,Pass,0,0,Pass
1842861,"Leo-Cedarville town, Indiana",40,0,Pass,92,0,Pass
1842876,"Leopold CDP, Indiana",0,0,Pass,0,0,Pass
1842930,"Leroy CDP, Indiana",0,0,Pass,0,0,Pass
1842984,"Letts CDP, Indiana",0,0,Pass,0,0,Pass
1843020,"Lewis CDP, Indiana",0,0,Pass,0,0,Pass
1843074,"Lewisville town, Indiana",4,0,Pass,5,0,Pass
1843434,"Liberty town, Indiana",36,0,Pass,41,0,Pass
1843542,"Liberty Center CDP, Indiana",0,0,Pass,0,0,Pass
1843596,"Liberty Mills CDP, Indiana",0,0,Pass,0,0,Pass
1843632,"Libertyville CDP, Indiana",0,0,Pass,0,0,Pass
1843686,"Ligonier city, Indiana",12,0,Pass,68,0,Pass
1843776,"Lincoln CDP, Indiana",0,0,Pass,0,0,Pass
1844082,"Linden town, Indiana",0,0,Pass,17,0,Pass
1844154,"Linn Grove CDP, Indiana",0,0,Pass,0,0,Pass
1844172,"Linnsburg CDP, Indiana",0,0,Pass,0,0,Pass
1844190,"Linton city, Indiana",118,0,Pass,189,0,Pass
1844370,"Little York town, Indiana",0,0,Pass,0,0,Pass
1844424,"Livonia town, Indiana",0,0,Pass,0,0,Pass
1844442,"Lizton town, Indiana",3,0,Pass,3,0,Pass
1844658,"Logansport city, Indiana",341,0,Pass,496,0,Pass
1844712,"London CDP, Indiana",0,0,Pass,0,0,Pass
1844784,"Long Beach town, Indiana",0,0,Pass,0,0,Pass
1844910,"Loogootee city, Indiana",63,0,Pass,73,0,Pass
1845000,"Losantville town, Indiana",3,0,Pass,3,0,Pass
1845144,"Lowell town, Indiana",57,0,Pass,484,0,Pass
1845234,"Lucerne CDP, Indiana",0,0,Pass,0,0,Pass
1845396,"Lyford CDP, Indiana",31,0,Pass,31,0,Pass
1845468,"Lynn town, Indiana",11,0,Pass,14,0,Pass
1845486,"Lynnville town, Indiana",6,0,Pass,15,0,Pass
1845504,"Lyons town, Indiana",20,0,Pass,22,0,Pass
1845648,"McCordsville town, Indiana",0,0,Pass,73,0,Pass
1845720,"Mace CDP, Indiana",0,0,Pass,0,0,Pass
1845774,"Mackey town, Indiana",0,0,Pass,2,0,Pass
1845864,"Macy town, Indiana",3,0,Pass,3,0,Pass
1845990,"Madison city, Indiana",155,0,Pass,348,0,Pass
1846296,"Malden CDP, Indiana",0,0,Pass,0,0,Pass
1846350,"Manchester CDP, Indiana",19,0,Pass,19,0,Pass
1846422,"Manilla CDP, Indiana",0,0,Pass,0,0,Pass
1846566,"Maples CDP, Indiana",0,0,Pass,0,0,Pass
1846746,"Marengo town, Indiana",2,0,Pass,21,0,Pass
1846764,"Mariah Hill CDP, Indiana",0,0,Pass,0,0,Pass
1846782,"Marietta CDP, Indiana",0,0,Pass,0,0,Pass
1846908,"Marion city, Indiana",425,0,Pass,671,0,Pass
1847045,"Marion CDP, Indiana",0,0,Pass,0,0,Pass
1847160,"Markle town, Indiana",4,0,Pass,10,0,Pass
1847178,"Markleville town, Indiana",22,0,Pass,23,0,Pass
1847322,"Marshall town, Indiana",7,0,Pass,13,0,Pass
1847340,"Marshfield CDP, Indiana",0,0,Pass,0,0,Pass
1847430,"Martinsburg CDP, Indiana",0,0,Pass,0,0,Pass
1847448,"Martinsville city, Indiana",129,0,Pass,153,0,Pass
1847592,"Matthews town, Indiana",6,0,Pass,9,0,Pass
1847628,"Mauckport town, Indiana",3,0,Pass,3,0,Pass
1847736,"Maxwell CDP, Indiana",0,0,Pass,0,0,Pass
1847826,"Mays CDP, Indiana",0,0,Pass,0,0,Pass
1848132,"Mecca town, Indiana",5,0,Pass,17,0,Pass
1848186,"Medaryville town, Indiana",11,0,Pass,11,0,Pass
1848240,"Medora town, Indiana",63,0,Pass,71,0,Pass
1848294,"Mellott town, Indiana",3,0,Pass,11,0,Pass
1848330,"Melody Hill CDP, Indiana",0,0,Pass,23,0,Pass
1848384,"Memphis CDP, Indiana",68,0,Pass,68,0,Pass
1848402,"Mentone town, Indiana",1,0,Pass,4,0,Pass
1848456,"Meridian Hills town, Indiana",0,0,Pass,0,0,Pass
1848474,"Merom town, Indiana",0,0,Pass,0,0,Pass
1848510,"Merriam CDP, Indiana",0,0,Pass,0,0,Pass
1848528,"Merrillville town, Indiana",341,0,Pass,740,0,Pass
1848563,"Metamora CDP, Indiana",111,0,Pass,111,0,Pass
1848618,"Metz CDP, Indiana",0,0,Pass,0,0,Pass
1848636,"Mexico CDP, Indiana",0,0,Pass,0,0,Pass
1848672,"Miami CDP, Indiana",0,0,Pass,0,0,Pass
1848744,"Michiana Shores town, Indiana",8,0,Pass,8,0,Pass
1848798,"Michigan City city, Indiana",201,0,Pass,495,0,Pass
1848816,"Michigantown town, Indiana",3,0,Pass,3,0,Pass
1848906,"Middlebury CDP, Indiana",0,0,Pass,0,0,Pass
1848924,"Middlebury town, Indiana",0,0,Pass,51,0,Pass
1849014,"Middletown town, Indiana",1,0,Pass,48,0,Pass
1849086,"Midland CDP, Indiana",0,0,Pass,0,0,Pass
1849212,"Mier CDP, Indiana",0,0,Pass,0,0,Pass
1849266,"Milan town, Indiana",15,0,Pass,72,0,Pass
1849302,"Milford CDP, Indiana",0,0,Pass,0,0,Pass
1849320,"Milford town, Indiana",27,0,Pass,27,0,Pass
1849536,"Millersburg town, Indiana",3,0,Pass,11,0,Pass
1849626,"Millgrove CDP, Indiana",0,0,Pass,0,0,Pass
1849662,"Millhousen town, Indiana",0,0,Pass,0,0,Pass
1849716,"Milltown town, Indiana",0,0,Pass,4,0,Pass
1849734,"Millville CDP, Indiana",0,0,Pass,0,0,Pass
1849806,"Milroy CDP, Indiana",0,0,Pass,0,0,Pass
1849860,"Milton town, Indiana",3,0,Pass,3,0,Pass
1849892,"Mineral Springs CDP, Indiana",0,0,Pass,0,0,Pass
1849932,"Mishawaka city, Indiana",433,0,Pass,767,0,Pass
1849950,"Mitchell city, Indiana",41,0,Pass,119,0,Pass
1850058,"Modoc town, Indiana",0,0,Pass,0,0,Pass
1850094,"Mongo CDP, Indiana",0,0,Pass,0,0,Pass
1850148,"Monon town, Indiana",9,0,Pass,26,0,Pass
1850202,"Monroe town, Indiana",17,0,Pass,29,0,Pass
1850526,"Monroe City town, Indiana",0,0,Pass,5,0,Pass
1850562,"Monroeville town, Indiana",0,0,Pass,0,0,Pass
1850580,"Monrovia town, Indiana",32,0,Pass,36,0,Pass
1850616,"Monterey town, Indiana",0,0,Pass,0,0,Pass
1850652,"Montezuma town, Indiana",19,0,Pass,22,0,Pass
1850688,"Montgomery town, Indiana",13,0,Pass,14,0,Pass
1850760,"Monticello city, Indiana",0,0,Pass,0,0,Pass
1850778,"Montmorenci CDP, Indiana",0,0,Pass,0,0,Pass
1850796,"Montpelier city, Indiana",5,0,Pass,34,0,Pass
1850940,"Mooreland town, Indiana",2,0,Pass,5,0,Pass
1850958,"Moores Hill town, Indiana",2,0,Pass,2,0,Pass
1850976,"Mooresville town, Indiana",152,0,Pass,220,0,Pass
1851102,"Morgantown town, Indiana",2,0,Pass,25,0,Pass
1851138,"Morocco town, Indiana",10,0,Pass,39,0,Pass
1851174,"Morris CDP, Indiana",0,0,Pass,0,0,Pass
1851192,"Morristown town, Indiana",5,0,Pass,11,0,Pass
1851318,"Mount Auburn town, Indiana",0,0,Pass,0,0,Pass
1851336,"Mount Ayr town, Indiana",3,0,Pass,9,0,Pass
1851354,"Mount Carmel town, Indiana",0,0,Pass,0,0,Pass
1851408,"Mount Etna town, Indiana",2,0,Pass,2,0,Pass
1851714,"Mount Summit town, Indiana",0,0,Pass,3,0,Pass
1851732,"Mount Vernon city, Indiana",113,0,Pass,113,0,Pass
1851840,"Mulberry town, Indiana",0,0,Pass,22,0,Pass
1851876,"Muncie city, Indiana",611,0,Pass,1037,0,Pass
1851912,"Munster town, Indiana",65,0,Pass,185,0,Pass
1852002,"Napoleon town, Indiana",0,0,Pass,0,0,Pass
1852020,"Nappanee city, Indiana",36,0,Pass,144,0,Pass
1852038,"Nashville town, Indiana",11,0,Pass,33,0,Pass
1852146,"Needham CDP, Indiana",0,0,Pass,0,0,Pass
1852200,"Needmore CDP, Indiana",0,0,Pass,9,0,Pass
1852326,"New Albany city, Indiana",168,0,Pass,496,0,Pass
1852398,"New Amsterdam town, Indiana",1,0,Pass,1,0,Pass
1852506,"Newbern CDP, Indiana",18,0,Pass,48,0,Pass
1852524,"Newberry town, Indiana",0,0,Pass,0,0,Pass
1852650,"Newburgh town, Indiana",13,0,Pass,13,0,Pass
1852704,"New Carlisle town, Indiana",26,0,Pass,50,0,Pass
1852740,"New Castle city, Indiana",248,0,Pass,483,0,Pass
1852776,"New Chicago town, Indiana",0,0,Pass,23,0,Pass
1852956,"New Goshen CDP, Indiana",0,0,Pass,9,0,Pass
1852974,"New Harmony town, Indiana",3,0,Pass,21,0,Pass
1852992,"New Haven city, Indiana",85,0,Pass,357,0,Pass
1853118,"New Lebanon CDP, Indiana",0,0,Pass,0,0,Pass
1853154,"New Lisbon CDP, Indiana",0,0,Pass,0,0,Pass
1853190,"New London CDP, Indiana",0,0,Pass,9,0,Pass
1853226,"New Marion CDP, Indiana",0,0,Pass,0,0,Pass
1853262,"New Market town, Indiana",0,0,Pass,0,0,Pass
1853298,"New Middletown town, Indiana",0,0,Pass,2,0,Pass
1853352,"New Palestine town, Indiana",26,0,Pass,26,0,Pass
1853370,"New Paris CDP, Indiana",0,0,Pass,0,0,Pass
1853388,"New Pekin town, Indiana",16,0,Pass,36,0,Pass
1853478,"New Point town, Indiana",3,0,Pass,6,0,Pass
1853496,"Newport town, Indiana",2,0,Pass,4,0,Pass
1853532,"New Richmond town, Indiana",4,0,Pass,11,0,Pass
1853550,"New Ross town, Indiana",0,0,Pass,0,0,Pass
1853586,"New Salisbury CDP, Indiana",15,0,Pass,33,0,Pass
1853676,"Newtonville CDP, Indiana",0,0,Pass,0,0,Pass
1853694,"Newtown town, Indiana",4,0,Pass,4,0,Pass
1853712,"New Trenton CDP, Indiana",0,0,Pass,0,0,Pass
1853820,"New Washington CDP, Indiana",0,0,Pass,0,0,Pass
1853874,"New Whiteland town, Indiana",54,0,Pass,113,0,Pass
1853982,"Nineveh CDP, Indiana",0,0,Pass,0,0,Pass
1854180,"Noblesville city, Indiana",342,0,Pass,892,0,Pass
1854612,"North Crows Nest town, Indiana",0,0,Pass,0,0,Pass
1854792,"North Grove CDP, Indiana",0,0,Pass,0,0,Pass
1854900,"North Judson town, Indiana",0,0,Pass,36,0,Pass
1854918,"North Liberty town, Indiana",0,0,Pass,20,0,Pass
1854954,"North Manchester town, Indiana",8,0,Pass,54,0,Pass
1855080,"North Salem town, Indiana",0,0,Pass,12,0,Pass
1855098,"North Terre Haute CDP, Indiana",0,0,Pass,0,0,Pass
1855116,"North Vernon city, Indiana",48,0,Pass,71,0,Pass
1855134,"North Webster town, Indiana",3,0,Pass,6,0,Pass
1855350,"Norway CDP, Indiana",0,0,Pass,0,0,Pass
1855386,"Notre Dame CDP, Indiana",0,0,Pass,0,0,Pass
1855512,"Nyona Lake CDP, Indiana",0,0,Pass,0,0,Pass
1855710,"Oakland City city, Indiana",11,0,Pass,11,0,Pass
1855800,"Oaktown town, Indiana",0,0,Pass,15,0,Pass
1855818,"Oakville CDP, Indiana",0,0,Pass,0,0,Pass
1856052,"Odon town, Indiana",20,0,Pass,25,0,Pass
1856088,"Ogden Dunes town, Indiana",3,0,Pass,7,0,Pass
1856286,"Oldenburg town, Indiana",0,0,Pass,5,0,Pass
1856646,"Ontario CDP, Indiana",0,0,Pass,0,0,Pass
1856664,"Onward town, Indiana",0,0,Pass,0,0,Pass
1856682,"Oolitic town, Indiana",24,0,Pass,51,0,Pass
1856700,"Ora CDP, Indiana",0,0,Pass,0,0,Pass
1856952,"Orestes town, Indiana",1,0,Pass,2,0,Pass
1857006,"Orland town, Indiana",2,0,Pass,5,0,Pass
1857024,"Orleans town, Indiana",0,0,Pass,48,0,Pass
1857114,"Osceola town, Indiana",0,0,Pass,58,0,Pass
1857132,"Osgood town, Indiana",14,0,Pass,33,0,Pass
1857168,"Ossian town, Indiana",0,0,Pass,0,0,Pass
1857186,"Oswego CDP, Indiana",0,0,Pass,0,0,Pass
1857222,"Otisco CDP, Indiana",0,0,Pass,15,0,Pass
1857258,"Otterbein town, Indiana",0,0,Pass,22,0,Pass
1857330,"Otter Lake CDP, Indiana",0,0,Pass,0,0,Pass
1857384,"Otwell CDP, Indiana",0,0,Pass,0,0,Pass
1857510,"Owensburg CDP, Indiana",0,0,Pass,0,0,Pass
1857528,"Owensville town, Indiana",0,0,Pass,6,0,Pass
1857546,"Oxford town, Indiana",0,0,Pass,3,0,Pass
1857632,"Painted Hills CDP, Indiana",29,0,Pass,29,0,Pass
1857672,"Palestine CDP, Indiana",0,0,Pass,10,0,Pass
1857726,"Palmyra town, Indiana",11,0,Pass,11,0,Pass
1857780,"Paoli town, Indiana",11,0,Pass,28,0,Pass
1857870,"Paragon town, Indiana",5,0,Pass,8,0,Pass
1857924,"Paris Crossing CDP, Indiana",0,0,Pass,0,0,Pass
1857978,"Parker City town, Indiana",9,0,Pass,33,0,Pass
1858050,"Parkers Settlement CDP, Indiana",0,0,Pass,0,0,Pass
1858320,"Patoka town, Indiana",4,0,Pass,13,0,Pass
1858374,"Patricksburg CDP, Indiana",0,0,Pass,0,0,Pass
1858392,"Patriot town, Indiana",7,0,Pass,9,0,Pass
1858500,"Paxton CDP, Indiana",0,0,Pass,0,0,Pass
1858644,"Pence CDP, Indiana",0,0,Pass,0,0,Pass
1858662,"Pendleton town, Indiana",28,0,Pass,63,0,Pass
1858770,"Penntown CDP, Indiana",0,0,Pass,0,0,Pass
1858788,"Pennville town, Indiana",13,0,Pass,15,0,Pass
1858878,"Peppertown CDP, Indiana",0,0,Pass,0,0,Pass
1858932,"Perkinsville CDP, Indiana",0,0,Pass,0,0,Pass
1859238,"Perrysville town, Indiana",2,0,Pass,9,0,Pass
1859328,"Peru city, Indiana",146,0,Pass,230,0,Pass
1859364,"Petersburg city, Indiana",25,0,Pass,44,0,Pass
1859400,"Petersville CDP, Indiana",0,0,Pass,0,0,Pass
1859418,"Petroleum CDP, Indiana",0,0,Pass,0,0,Pass
1859490,"Philadelphia CDP, Indiana",0,0,Pass,0,0,Pass
1859598,"Pierceton town, Indiana",0,0,Pass,5,0,Pass
1859616,"Pierceville CDP, Indiana",0,0,Pass,0,0,Pass
1860084,"Pine Village town, Indiana",0,0,Pass,1,0,Pass
1860192,"Pittsboro town, Indiana",0,0,Pass,0,0,Pass
1860210,"Pittsburg CDP, Indiana",0,0,Pass,0,0,Pass
1860246,"Plainfield town, Indiana",142,0,Pass,531,0,Pass
1860264,"Plainville town, Indiana",8,0,Pass,8,0,Pass
1860534,"Pleasant Lake CDP, Indiana",0,0,Pass,0,0,Pass
1860552,"Pleasant Mills CDP, Indiana",0,0,Pass,0,0,Pass
1860678,"Pleasant View CDP, Indiana",23,0,Pass,23,0,Pass
1860696,"Pleasant View Village CDP, Indiana",0,0,Pass,25,0,Pass
1860732,"Pleasantville CDP, Indiana",0,0,Pass,0,0,Pass
1860822,"Plymouth city, Indiana",28,0,Pass,136,0,Pass
1860894,"Point Isabel CDP, Indiana",0,0,Pass,0,0,Pass
1860912,"Poland CDP, Indiana",0,0,Pass,0,0,Pass
1861020,"Poneto town, Indiana",0,0,Pass,2,0,Pass
1861092,"Portage city, Indiana",467,0,Pass,1183,0,Pass
1861164,"Porter town, Indiana",0,0,Pass,26,0,Pass
1861236,"Portland city, Indiana",68,0,Pass,207,0,Pass
1861416,"Poseyville town, Indiana",107,0,Pass,108,0,Pass
1861470,"Pottawattamie Park town, Indiana",0,0,Pass,0,0,Pass
1861686,"Prairie Creek CDP, Indiana",0,0,Pass,0,0,Pass
1861758,"Prairieton CDP, Indiana",0,0,Pass,0,0,Pass
1861866,"Preble CDP, Indiana",0,0,Pass,0,0,Pass
1862028,"Prince's Lakes town, Indiana",6,0,Pass,25,0,Pass
1862046,"Princeton city, Indiana",19,0,Pass,147,0,Pass
1862154,"Prospect CDP, Indiana",0,0,Pass,0,0,Pass
1862280,"Pulaski CDP, Indiana",0,0,Pass,0,0,Pass
1862406,"Putnamville CDP, Indiana",0,0,Pass,0,0,Pass
1862712,"Raglesville CDP, Indiana",0,0,Pass,0,0,Pass
1862730,"Ragsdale CDP, Indiana",0,0,Pass,0,0,Pass
1862856,"Rainsville CDP, Indiana",0,0,Pass,0,0,Pass
1862892,"Ramsey CDP, Indiana",0,0,Pass,30,0,Pass
1863072,"Raub CDP, Indiana",34,0,Pass,34,0,Pass
1863432,"Reddington CDP, Indiana",0,0,Pass,0,0,Pass
1863450,"Redkey town, Indiana",85,0,Pass,105,0,Pass
1863756,"Remington town, Indiana",9,0,Pass,11,0,Pass
1863792,"Rensselaer city, Indiana",122,0,Pass,218,0,Pass
1863810,"Reo CDP, Indiana",0,0,Pass,36,0,Pass
1863918,"Reynolds town, Indiana",2,0,Pass,24,0,Pass
1864206,"Richland town, Indiana",1,0,Pass,7,0,Pass
1864260,"Richmond city, Indiana",396,0,Pass,774,0,Pass
1864422,"Ridgeville town, Indiana",0,0,Pass,18,0,Pass
1864512,"Riley town, Indiana",0,0,Pass,2,0,Pass
1864674,"Rising Sun city, Indiana",5,0,Pass,22,0,Pass
1864728,"River Forest town, Indiana",0,0,Pass,0,0,Pass
1864944,"Riverwood CDP, Indiana",0,0,Pass,0,0,Pass
1864980,"Roachdale town, Indiana",9,0,Pass,21,0,Pass
1864998,"Roann town, Indiana",0,0,Pass,3,0,Pass
1865016,"Roanoke town, Indiana",11,0,Pass,14,0,Pass
1865178,"Rob Roy CDP, Indiana",0,0,Pass,0,0,Pass
1865214,"Rochester city, Indiana",40,0,Pass,129,0,Pass
1865358,"Rockfield CDP, Indiana",0,0,Pass,0,0,Pass
1865376,"Rockford CDP, Indiana",0,0,Pass,0,0,Pass
1865484,"Rockport city, Indiana",117,0,Pass,123,0,Pass
1865520,"Rockville town, Indiana",57,0,Pass,57,0,Pass
1865556,"Rocky Ripple town, Indiana",12,0,Pass,17,0,Pass
1865592,"Roll CDP, Indiana",0,0,Pass,0,0,Pass
1865736,"Rolling Prairie CDP, Indiana",0,0,Pass,0,0,Pass
1865808,"Rome City town, Indiana",14,0,Pass,30,0,Pass
1865826,"Romney CDP, Indiana",0,0,Pass,0,0,Pass
