geoid,name,duration_sum,duration_difference,duration_reconciliation_status,coresident_components_sum,coresident_difference,coresident_reconciliation_status
1352696,"Morgan city, Georgia",0,0,Pass,0,0,Pass
1352724,"Morganton city, Georgia",3,0,Pass,19,0,Pass
1353004,"Morrow city, Georgia",11,0,Pass,115,0,Pass
1353032,"Morven city, Georgia",2,0,Pass,2,0,Pass
1353060,"Moultrie city, Georgia",196,0,Pass,346,0,Pass
1353116,"Mountain City town, Georgia",0,0,Pass,30,0,Pass
1353172,"Mountain Park city, Georgia",3,0,Pass,3,0,Pass
1353186,"Mountain Park CDP, Georgia",70,0,Pass,538,0,Pass
1353284,"Mount Airy town, Georgia",74,0,Pass,80,0,Pass
1353508,"Mount Vernon city, Georgia",29,0,Pass,29,0,Pass
1353620,"Mount Zion city, Georgia",41,0,Pass,75,0,Pass
1354012,"Musella CDP, Georgia",0,0,Pass,0,0,Pass
1354124,"Nahunta city, Georgia",24,0,Pass,29,0,Pass
1354264,"Nashville city, Georgia",27,0,Pass,100,0,Pass
1354404,"Naylor CDP, Georgia",0,0,Pass,0,0,Pass
1354572,"Nelson city, Georgia",14,0,Pass,24,0,Pass
1354656,"Newborn town, Georgia",15,0,Pass,20,0,Pass
1354768,"New England CDP, Georgia",0,0,Pass,0,0,Pass
1354992,"Newington town, Georgia",4,0,Pass,4,0,Pass
1355020,"Newnan city, Georgia",623,0,Pass,1190,0,Pass
1355244,"Newton city, Georgia",10,0,Pass,10,0,Pass
1355440,"Nicholls city, Georgia",4,0,Pass,8,0,Pass
1355468,"Nicholson city, Georgia",65,0,Pass,168,0,Pass
1355776,"Norcross city, Georgia",59,0,Pass,447,0,Pass
1355860,"Norman Park city, Georgia",3,0,Pass,47,0,Pass
1355944,"Norristown CDP, Georgia",0,0,Pass,0,0,Pass
1356112,"North Decatur CDP, Georgia",0,0,Pass,108,0,Pass
1356168,"North Druid Hills CDP, Georgia",30,0,Pass,52,0,Pass
1356308,"North High Shoals town, Georgia",2,0,Pass,4,0,Pass
1356560,"Norwood city, Georgia",0,0,Pass,9,0,Pass
1356644,"Nunez city, Georgia",0,0,Pass,9,0,Pass
1357232,"Oak Park town, Georgia",3,0,Pass,5,0,Pass
1357260,"Oakwood city, Georgia",144,0,Pass,354,0,Pass
1357372,"Ochlocknee town, Georgia",13,0,Pass,25,0,Pass
1357428,"Ocilla city, Georgia",52,0,Pass,118,0,Pass
1357456,"Oconee city, Georgia",21,0,Pass,23,0,Pass
1357540,"Odum city, Georgia",0,0,Pass,3,0,Pass
1357568,"Offerman city, Georgia",11,0,Pass,21,0,Pass
1357736,"Oglethorpe city, Georgia",0,0,Pass,0,0,Pass
1357876,"Ohoopee CDP, Georgia",0,0,Pass,0,0,Pass
1358100,"Oliver city, Georgia",1,0,Pass,1,0,Pass
1358184,"Omega city, Georgia",0,0,Pass,113,0,Pass
1358296,"Orchard Hill town, Georgia",0,0,Pass,2,0,Pass
1358744,"Oxford city, Georgia",28,0,Pass,37,0,Pass
1358884,"Palmetto city, Georgia",154,0,Pass,342,0,Pass
1359080,"Panthersville CDP, Georgia",46,0,Pass,67,0,Pass
1359416,"Parrott town, Georgia",0,0,Pass,0,0,Pass
1359500,"Patterson city, Georgia",6,0,Pass,15,0,Pass
1359556,"Pavo city, Georgia",6,0,Pass,12,0,Pass
1359724,"Peachtree City city, Georgia",126,0,Pass,622,0,Pass
1359735,"Peachtree Corners city, Georgia",91,0,Pass,376,0,Pass
1359808,"Pearson city, Georgia",15,0,Pass,29,0,Pass
1359976,"Pelham city, Georgia",39,0,Pass,77,0,Pass
1360004,"Pembroke city, Georgia",33,0,Pass,57,0,Pass
1360032,"Pendergrass town, Georgia",0,0,Pass,97,0,Pass
1360312,"Perkins CDP, Georgia",0,0,Pass,0,0,Pass
1360340,"Perry city, Georgia",120,0,Pass,306,0,Pass
1360508,"Phillipsburg CDP, Georgia",0,0,Pass,0,0,Pass
1360984,"Pinehurst city, Georgia",14,0,Pass,17,0,Pass
1361040,"Pine Lake city, Georgia",0,0,Pass,14,0,Pass
1361124,"Pine Mountain town, Georgia",11,0,Pass,37,0,Pass
1361320,"Pineview town, Georgia",0,0,Pass,0,0,Pass
1361376,"Piney Grove CDP, Georgia",0,0,Pass,0,0,Pass
1361544,"Pitts city, Georgia",0,0,Pass,7,0,Pass
1361628,"Plains city, Georgia",5,0,Pass,6,0,Pass
1361684,"Plainville city, Georgia",0,0,Pass,10,0,Pass
1362104,"Pooler city, Georgia",107,0,Pass,258,0,Pass
1362216,"Portal town, Georgia",5,0,Pass,14,0,Pass
1362244,"Porterdale city, Georgia",15,0,Pass,33,0,Pass
1362328,"Port Wentworth city, Georgia",128,0,Pass,357,0,Pass
1362496,"Poulan city, Georgia",13,0,Pass,28,0,Pass
1362524,"Powder Springs city, Georgia",135,0,Pass,593,0,Pass
1363000,"Pulaski town, Georgia",0,0,Pass,0,0,Pass
1363084,"Putney CDP, Georgia",0,0,Pass,56,0,Pass
1363224,"Quitman city, Georgia",33,0,Pass,85,0,Pass
1363560,"Ranger CDP, Georgia",0,0,Pass,0,0,Pass
1363588,"Raoul CDP, Georgia",1,0,Pass,2,0,Pass
1363728,"Ray City city, Georgia",32,0,Pass,47,0,Pass
1363756,"Rayle town, Georgia",0,0,Pass,0,0,Pass
1363840,"Rebecca town, Georgia",0,0,Pass,2,0,Pass
1363952,"Redan CDP, Georgia",245,0,Pass,690,0,Pass
1364288,"Reed Creek CDP, Georgia",17,0,Pass,30,0,Pass
1364372,"Register town, Georgia",0,0,Pass,0,0,Pass
1364512,"Reidsville city, Georgia",36,0,Pass,36,0,Pass
1364596,"Remerton city, Georgia",0,0,Pass,19,0,Pass
1364680,"Rentz city, Georgia",9,0,Pass,9,0,Pass
1364736,"Resaca town, Georgia",11,0,Pass,25,0,Pass
1364792,"Rest Haven town, Georgia",0,0,Pass,0,0,Pass
1364876,"Reynolds city, Georgia",11,0,Pass,11,0,Pass
1364932,"Rhine town, Georgia",0,0,Pass,8,0,Pass
1364960,"Riceboro city, Georgia",14,0,Pass,17,0,Pass
1365016,"Richland city, Georgia",10,0,Pass,21,0,Pass
1365044,"Richmond Hill city, Georgia",38,0,Pass,155,0,Pass
1365156,"Riddleville town, Georgia",4,0,Pass,7,0,Pass
1365296,"Rincon city, Georgia",10,0,Pass,181,0,Pass
1365324,"Ringgold city, Georgia",39,0,Pass,90,0,Pass
1365464,"Riverdale city, Georgia",120,0,Pass,576,0,Pass
1365856,"Roberta city, Georgia",7,0,Pass,15,0,Pass
1365968,"Robins AFB CDP, Georgia",0,0,Pass,0,0,Pass
1366024,"Rochelle city, Georgia",38,0,Pass,55,0,Pass
1366220,"Rockingham CDP, Georgia",0,0,Pass,0,0,Pass
1366276,"Rockmart city, Georgia",49,0,Pass,281,0,Pass
1366304,"Rock Spring CDP, Georgia",0,0,Pass,0,0,Pass
1366444,"Rocky Ford town, Georgia",5,0,Pass,5,0,Pass
1366668,"Rome city, Georgia",253,0,Pass,617,0,Pass
1366696,"Roopville town, Georgia",9,0,Pass,12,0,Pass
1367256,"Rossville city, Georgia",25,0,Pass,25,0,Pass
1367284,"Roswell city, Georgia",207,0,Pass,1224,0,Pass
1367452,"Royston city, Georgia",2,0,Pass,23,0,Pass
1367676,"Russell CDP, Georgia",0,0,Pass,61,0,Pass
1367760,"Rutledge city, Georgia",5,0,Pass,49,0,Pass
1367984,"St. Marys city, Georgia",127,0,Pass,385,0,Pass
1368040,"St. Simons CDP, Georgia",35,0,Pass,90,0,Pass
1368096,"Sale City city, Georgia",0,0,Pass,3,0,Pass
1368129,"Salem CDP, Georgia",0,0,Pass,0,0,Pass
1368208,"Sandersville city, Georgia",214,0,Pass,295,0,Pass
1368516,"Sandy Springs city, Georgia",111,0,Pass,535,0,Pass
1368600,"Santa Claus city, Georgia",0,0,Pass,17,0,Pass
1368740,"Sardis city, Georgia",16,0,Pass,16,0,Pass
1368796,"Sasser town, Georgia",2,0,Pass,3,0,Pass
1368805,"Satilla CDP, Georgia",0,0,Pass,60,0,Pass
1368880,"Sautee-Nacoochee CDP, Georgia",0,0,Pass,0,0,Pass
1369000,"Savannah city, Georgia",1238,0,Pass,2848,0,Pass
1369336,"Scotland city, Georgia",0,0,Pass,0,0,Pass
1369392,"Scottdale CDP, Georgia",101,0,Pass,439,0,Pass
1369448,"Screven city, Georgia",23,0,Pass,36,0,Pass
1369672,"Senoia city, Georgia",0,0,Pass,76,0,Pass
1369728,"Seville CDP, Georgia",0,0,Pass,0,0,Pass
1369784,"Shady Dale town, Georgia",5,0,Pass,18,0,Pass
1369868,"Shannon CDP, Georgia",62,0,Pass,62,0,Pass
1369896,"Sharon city, Georgia",1,0,Pass,1,0,Pass
1369980,"Sharpsburg town, Georgia",2,0,Pass,8,0,Pass
1370120,"Shellman city, Georgia",45,0,Pass,48,0,Pass
1370428,"Shiloh city, Georgia",9,0,Pass,22,0,Pass
1370932,"Siloam town, Georgia",4,0,Pass,4,0,Pass
1371184,"Skidaway Island CDP, Georgia",5,0,Pass,5,0,Pass
1371282,"Sky Valley city, Georgia",0,0,Pass,0,0,Pass
1371296,"Smarr CDP, Georgia",0,0,Pass,0,0,Pass
1371464,"Smithville city, Georgia",11,0,Pass,15,0,Pass
1371492,"Smyrna city, Georgia",203,0,Pass,636,0,Pass
1371604,"Snellville city, Georgia",93,0,Pass,644,0,Pass
1371660,"Social Circle city, Georgia",31,0,Pass,141,0,Pass
1371772,"Soperton city, Georgia",18,0,Pass,60,0,Pass
1372122,"South Fulton city, Georgia",968,0,Pass,3395,0,Pass
1372556,"Sparks town, Georgia",19,0,Pass,25,0,Pass
1372584,"Sparta city, Georgia",5,0,Pass,80,0,Pass
1372780,"Springfield city, Georgia",7,0,Pass,21,0,Pass
1373004,"Stapleton city, Georgia",6,0,Pass,9,0,Pass
1373256,"Statesboro city, Georgia",245,0,Pass,502,0,Pass
1373312,"Statham city, Georgia",0,0,Pass,88,0,Pass
1373452,"Sterling CDP, Georgia",0,0,Pass,23,0,Pass
1373620,"Stillmore city, Georgia",8,0,Pass,13,0,Pass
1373704,"Stockbridge city, Georgia",284,0,Pass,672,0,Pass
1373760,"Stockton CDP, Georgia",0,0,Pass,0,0,Pass
1373784,"Stonecrest city, Georgia",853,0,Pass,2136,0,Pass
1373816,"Stone Mountain city, Georgia",20,0,Pass,230,0,Pass
1374180,"Sugar Hill city, Georgia",63,0,Pass,507,0,Pass
1374348,"Summertown city, Georgia",8,0,Pass,18,0,Pass
1374376,"Summerville city, Georgia",103,0,Pass,225,0,Pass
1374432,"Sumner town, Georgia",0,0,Pass,0,0,Pass
1374572,"Sunny Side CDP, Georgia",5,0,Pass,5,0,Pass
1374628,"Sunnyside CDP, Georgia",0,0,Pass,0,0,Pass
1374768,"Sunset Village CDP, Georgia",0,0,Pass,0,0,Pass
1374852,"Surrency town, Georgia",0,0,Pass,0,0,Pass
1374936,"Suwanee city, Georgia",88,0,Pass,358,0,Pass
1374964,"Swainsboro city, Georgia",31,0,Pass,149,0,Pass
1375104,"Sycamore city, Georgia",11,0,Pass,90,0,Pass
1375160,"Sylvania city, Georgia",8,0,Pass,22,0,Pass
1375188,"Sylvester city, Georgia",77,0,Pass,120,0,Pass
1375239,"Talahi Island CDP, Georgia",0,0,Pass,32,0,Pass
1375244,"Talbotton city, Georgia",6,0,Pass,6,0,Pass
1375272,"Talking Rock town, Georgia",0,0,Pass,5,0,Pass
1375300,"Tallapoosa city, Georgia",8,0,Pass,62,0,Pass
1375328,"Tallulah Falls town, Georgia",0,0,Pass,0,0,Pass
1375412,"Talmo town, Georgia",0,0,Pass,3,0,Pass
1375496,"Tarrytown town, Georgia",0,0,Pass,0,0,Pass
1375580,"Tate City CDP, Georgia",0,0,Pass,0,0,Pass
1375664,"Taylorsville town, Georgia",4,0,Pass,11,0,Pass
1375692,"Tazewell CDP, Georgia",0,0,Pass,0,0,Pass
1375832,"Temple city, Georgia",86,0,Pass,354,0,Pass
1375888,"Tennille city, Georgia",23,0,Pass,23,0,Pass
1376112,"The Rock CDP, Georgia",0,0,Pass,0,0,Pass
1376168,"Thomaston city, Georgia",75,0,Pass,270,0,Pass
1376224,"Thomasville city, Georgia",110,0,Pass,702,0,Pass
1376280,"Thomson city, Georgia",147,0,Pass,184,0,Pass
1376364,"Thunderbolt town, Georgia",38,0,Pass,59,0,Pass
1376476,"Tifton city, Georgia",122,0,Pass,207,0,Pass
1376504,"Tiger town, Georgia",3,0,Pass,7,0,Pass
1376532,"Tignall town, Georgia",17,0,Pass,19,0,Pass
1376756,"Toccoa city, Georgia",95,0,Pass,320,0,Pass
1376952,"Toomsboro city, Georgia",9,0,Pass,16,0,Pass
1377372,"Trenton city, Georgia",23,0,Pass,63,0,Pass
1377540,"Trion town, Georgia",8,0,Pass,50,0,Pass
1377652,"Tucker city, Georgia",185,0,Pass,704,0,Pass
1377736,"Tunnel Hill city, Georgia",7,0,Pass,15,0,Pass
1377764,"Turin town, Georgia",0,0,Pass,2,0,Pass
1377988,"Twin City city, Georgia",9,0,Pass,37,0,Pass
1378036,"Tybee Island city, Georgia",16,0,Pass,19,0,Pass
1378044,"Tyrone town, Georgia",0,0,Pass,212,0,Pass
1378100,"Ty Ty city, Georgia",29,0,Pass,29,0,Pass
1378156,"Unadilla city, Georgia",0,0,Pass,0,0,Pass
1378324,"Union City city, Georgia",249,0,Pass,744,0,Pass
1378380,"Union Point city, Georgia",14,0,Pass,111,0,Pass
1378464,"Unionville CDP, Georgia",19,0,Pass,114,0,Pass
1378744,"Uvalda city, Georgia",23,0,Pass,58,0,Pass
1378800,"Valdosta city, Georgia",325,0,Pass,1035,0,Pass
1378996,"Varnell city, Georgia",2,0,Pass,36,0,Pass
1379164,"Vernonburg town, Georgia",0,0,Pass,3,0,Pass
1379388,"Vidalia city, Georgia",65,0,Pass,323,0,Pass
1379416,"Vidette city, Georgia",0,0,Pass,0,0,Pass
1379444,"Vienna city, Georgia",35,0,Pass,242,0,Pass
1379528,"Villa Rica city, Georgia",215,0,Pass,932,0,Pass
1379612,"Vinings CDP, Georgia",57,0,Pass,129,0,Pass
1379808,"Waco city, Georgia",25,0,Pass,38,0,Pass
1379864,"Wadley city, Georgia",49,0,Pass,93,0,Pass
1379948,"Waleska city, Georgia",2,0,Pass,3,0,Pass
1380228,"Walnut Grove city, Georgia",22,0,Pass,31,0,Pass
1380256,"Walthourville city, Georgia",120,0,Pass,120,0,Pass
1380368,"Waresboro CDP, Georgia",0,0,Pass,0,0,Pass
1380480,"Warm Springs city, Georgia",8,0,Pass,13,0,Pass
1380508,"Warner Robins city, Georgia",670,0,Pass,1896,0,Pass
1380592,"Warrenton city, Georgia",98,0,Pass,110,0,Pass
1380648,"Warthen CDP, Georgia",0,0,Pass,2,0,Pass
1380676,"Warwick city, Georgia",1,0,Pass,6,0,Pass
1380704,"Washington city, Georgia",58,0,Pass,129,0,Pass
1380788,"Watkinsville city, Georgia",28,0,Pass,39,0,Pass
1380816,"Waverly CDP, Georgia",0,0,Pass,0,0,Pass
1380844,"Waverly Hall town, Georgia",2,0,Pass,3,0,Pass
1380956,"Waycross city, Georgia",139,0,Pass,303,0,Pass
1380984,"Waynesboro city, Georgia",43,0,Pass,43,0,Pass
1381012,"Waynesville CDP, Georgia",0,0,Pass,109,0,Pass
1381128,"Webster County unified government, Georgia",6,0,Pass,24,0,Pass
1381208,"Wenona CDP, Georgia",0,0,Pass,0,0,Pass
1381488,"West Brow CDP, Georgia",0,0,Pass,0,0,Pass
1382132,"West Point city, Georgia",162,0,Pass,162,0,Pass
1382412,"Whigham city, Georgia",0,0,Pass,0,0,Pass
1382468,"White city, Georgia",0,0,Pass,56,0,Pass
1382636,"Whitemarsh Island CDP, Georgia",36,0,Pass,63,0,Pass
1382692,"White Plains city, Georgia",16,0,Pass,18,0,Pass
1382720,"Whitesburg city, Georgia",5,0,Pass,10,0,Pass
1382916,"Wildwood CDP, Georgia",31,0,Pass,31,0,Pass
1382972,"Willacoochee city, Georgia",11,0,Pass,84,0,Pass
1383084,"Williamson city, Georgia",0,0,Pass,3,0,Pass
1383168,"Wilmington Island CDP, Georgia",0,0,Pass,21,0,Pass
1383420,"Winder city, Georgia",45,0,Pass,252,0,Pass
1383728,"Winterville city, Georgia",18,0,Pass,51,0,Pass
1383868,"Woodbine city, Georgia",20,0,Pass,63,0,Pass
1383896,"Woodbury city, Georgia",23,0,Pass,32,0,Pass
1383952,"Woodland city, Georgia",0,0,Pass,1,0,Pass
1384176,"Woodstock city, Georgia",0,0,Pass,288,0,Pass
1384260,"Woodville city, Georgia",0,0,Pass,1,0,Pass
1384288,"Woolsey town, Georgia",0,0,Pass,0,0,Pass
1384456,"Wrens city, Georgia",64,0,Pass,88,0,Pass
1384512,"Wrightsville city, Georgia",21,0,Pass,33,0,Pass
1384708,"Yatesville town, Georgia",0,0,Pass,13,0,Pass
1384832,"Yonah CDP, Georgia",0,0,Pass,32,0,Pass
1384960,"Young Harris city, Georgia",0,0,Pass,9,0,Pass
1385128,"Zebulon city, Georgia",76,0,Pass,95,0,Pass
