geoid,name,state_fips,acs_period,metric,value,national_rank,national_percentile,national_decile,eligible_n,exclusion_reason
01091,"Marengo County, Alabama",01,2020-2024,less_than_six_months,1.3377926421404682,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
01093,"Marion County, Alabama",01,2020-2024,less_than_six_months,4.054054054054054,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
01095,"Marshall County, Alabama",01,2020-2024,less_than_six_months,0.7272727272727273,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
01097,"Mobile County, Alabama",01,2020-2024,less_than_six_months,6.924225457260172,110,17.045454545454547,2,132,Retained
01099,"Monroe County, Alabama",01,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
01101,"Montgomery County, Alabama",01,2020-2024,less_than_six_months,14.063848144952546,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
01103,"Morgan County, Alabama",01,2020-2024,less_than_six_months,6.465997770345597,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
01105,"Perry County, Alabama",01,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
01107,"Pickens County, Alabama",01,2020-2024,less_than_six_months,3.65296803652968,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
01109,"Pike County, Alabama",01,2020-2024,less_than_six_months,6.985294117647059,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
01111,"Randolph County, Alabama",01,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
01113,"Russell County, Alabama",01,2020-2024,less_than_six_months,11.637931034482758,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
01115,"St. Clair County, Alabama",01,2020-2024,less_than_six_months,1.917255297679112,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
01117,"Shelby County, Alabama",01,2020-2024,less_than_six_months,13.049925852694019,26,80.68181818181819,9,132,Retained
01119,"Sumter County, Alabama",01,2020-2024,less_than_six_months,12.82051282051282,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
01121,"Talladega County, Alabama",01,2020-2024,less_than_six_months,1.3531799729364005,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
01123,"Tallapoosa County, Alabama",01,2020-2024,less_than_six_months,12.276785714285714,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
01125,"Tuscaloosa County, Alabama",01,2020-2024,less_than_six_months,11.992945326278658,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
01127,"Walker County, Alabama",01,2020-2024,less_than_six_months,3.033707865168539,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
01129,"Washington County, Alabama",01,2020-2024,less_than_six_months,25.301204819277107,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
01131,"Wilcox County, Alabama",01,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
01133,"Winston County, Alabama",01,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
02013,"Aleutians East Borough, Alaska",02,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
02016,"Aleutians West Census Area, Alaska",02,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
02020,"Anchorage Municipality, Alaska",02,2020-2024,less_than_six_months,11.051829268292684,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
02050,"Bethel Census Area, Alaska",02,2020-2024,less_than_six_months,3.4805890227576977,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
02060,"Bristol Bay Borough, Alaska",02,2020-2024,less_than_six_months,50,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
02063,"Chugach Census Area, Alaska",02,2020-2024,less_than_six_months,62.5,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
02066,"Copper River Census Area, Alaska",02,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
02068,"Denali Borough, Alaska",02,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
02070,"Dillingham Census Area, Alaska",02,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
02090,"Fairbanks North Star Borough, Alaska",02,2020-2024,less_than_six_months,13.253012048192772,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
02100,"Haines Borough, Alaska",02,2020-2024,less_than_six_months,NA,NA,NA,NA,132,Missing input or nonpositive denominator
02105,"Hoonah-Angoon Census Area, Alaska",02,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
02110,"Juneau City and Borough, Alaska",02,2020-2024,less_than_six_months,2.9940119760479043,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
02122,"Kenai Peninsula Borough, Alaska",02,2020-2024,less_than_six_months,11.63895486935867,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
02130,"Ketchikan Gateway Borough, Alaska",02,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
02150,"Kodiak Island Borough, Alaska",02,2020-2024,less_than_six_months,47.91666666666667,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
02158,"Kusilvak Census Area, Alaska",02,2020-2024,less_than_six_months,3.1784841075794623,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
02164,"Lake and Peninsula Borough, Alaska",02,2020-2024,less_than_six_months,53.84615384615385,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
02170,"Matanuska-Susitna Borough, Alaska",02,2020-2024,less_than_six_months,13.196125907990314,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
02180,"Nome Census Area, Alaska",02,2020-2024,less_than_six_months,16.896551724137932,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
02185,"North Slope Borough, Alaska",02,2020-2024,less_than_six_months,14.925373134328357,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
02188,"Northwest Arctic Borough, Alaska",02,2020-2024,less_than_six_months,9.019607843137255,81,39.015151515151516,4,132,Retained
02195,"Petersburg Borough, Alaska",02,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
02198,"Prince of Wales-Hyder Census Area, Alaska",02,2020-2024,less_than_six_months,11.494252873563218,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
02220,"Sitka City and Borough, Alaska",02,2020-2024,less_than_six_months,12.5,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
02230,"Skagway Municipality, Alaska",02,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
02240,"Southeast Fairbanks Census Area, Alaska",02,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
02275,"Wrangell City and Borough, Alaska",02,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
02282,"Yakutat City and Borough, Alaska",02,2020-2024,less_than_six_months,22.22222222222222,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
02290,"Yukon-Koyukuk Census Area, Alaska",02,2020-2024,less_than_six_months,14.634146341463413,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
04001,"Apache County, Arizona",04,2020-2024,less_than_six_months,3.8161993769470404,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
04003,"Cochise County, Arizona",04,2020-2024,less_than_six_months,6.066536203522505,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
04005,"Coconino County, Arizona",04,2020-2024,less_than_six_months,5.019815059445178,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
04007,"Gila County, Arizona",04,2020-2024,less_than_six_months,9.021113243761997,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
04009,"Graham County, Arizona",04,2020-2024,less_than_six_months,11.138613861386139,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
04011,"Greenlee County, Arizona",04,2020-2024,less_than_six_months,97.24770642201835,NA,NA,NA,132,Caregiver count MOE exceeds 50% of estimate
04012,"La Paz County, Arizona",04,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
04013,"Maricopa County, Arizona",04,2020-2024,less_than_six_months,8.889607240989172,84,36.74242424242424,4,132,Retained
04015,"Mohave County, Arizona",04,2020-2024,less_than_six_months,2.4571854058078926,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
04017,"Navajo County, Arizona",04,2020-2024,less_than_six_months,8.82247029168167,86,35.22727272727273,4,132,Retained
04019,"Pima County, Arizona",04,2020-2024,less_than_six_months,8.363578980590185,96,27.651515151515152,3,132,Retained
04021,"Pinal County, Arizona",04,2020-2024,less_than_six_months,4.757906521130702,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
04023,"Santa Cruz County, Arizona",04,2020-2024,less_than_six_months,2.727272727272727,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
04025,"Yavapai County, Arizona",04,2020-2024,less_than_six_months,7.993730407523511,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
04027,"Yuma County, Arizona",04,2020-2024,less_than_six_months,6.075949367088607,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05001,"Arkansas County, Arkansas",05,2020-2024,less_than_six_months,8.656716417910449,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05003,"Ashley County, Arkansas",05,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
05005,"Baxter County, Arkansas",05,2020-2024,less_than_six_months,5.88235294117647,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05007,"Benton County, Arkansas",05,2020-2024,less_than_six_months,5.56083650190114,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05009,"Boone County, Arkansas",05,2020-2024,less_than_six_months,4.1208791208791204,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05011,"Bradley County, Arkansas",05,2020-2024,less_than_six_months,20.306513409961685,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05013,"Calhoun County, Arkansas",05,2020-2024,less_than_six_months,14.814814814814813,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05015,"Carroll County, Arkansas",05,2020-2024,less_than_six_months,0.36496350364963503,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05017,"Chicot County, Arkansas",05,2020-2024,less_than_six_months,6.405693950177936,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05019,"Clark County, Arkansas",05,2020-2024,less_than_six_months,3.7037037037037033,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05021,"Clay County, Arkansas",05,2020-2024,less_than_six_months,11.409395973154362,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05023,"Cleburne County, Arkansas",05,2020-2024,less_than_six_months,3.79746835443038,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05025,"Cleveland County, Arkansas",05,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
05027,"Columbia County, Arkansas",05,2020-2024,less_than_six_months,5.208333333333334,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05029,"Conway County, Arkansas",05,2020-2024,less_than_six_months,1.0256410256410255,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05031,"Craighead County, Arkansas",05,2020-2024,less_than_six_months,2.7663934426229506,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05033,"Crawford County, Arkansas",05,2020-2024,less_than_six_months,6.591337099811676,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05035,"Crittenden County, Arkansas",05,2020-2024,less_than_six_months,10.638297872340425,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05037,"Cross County, Arkansas",05,2020-2024,less_than_six_months,6.744868035190615,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05039,"Dallas County, Arkansas",05,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
05041,"Desha County, Arkansas",05,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
05043,"Drew County, Arkansas",05,2020-2024,less_than_six_months,1.1396011396011396,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05045,"Faulkner County, Arkansas",05,2020-2024,less_than_six_months,15.36286522148916,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05047,"Franklin County, Arkansas",05,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
05049,"Fulton County, Arkansas",05,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
05051,"Garland County, Arkansas",05,2020-2024,less_than_six_months,5.177514792899409,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05053,"Grant County, Arkansas",05,2020-2024,less_than_six_months,41.340782122905026,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05055,"Greene County, Arkansas",05,2020-2024,less_than_six_months,17.133956386292834,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05057,"Hempstead County, Arkansas",05,2020-2024,less_than_six_months,1.5772870662460567,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05059,"Hot Spring County, Arkansas",05,2020-2024,less_than_six_months,24.337349397590362,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05061,"Howard County, Arkansas",05,2020-2024,less_than_six_months,8,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05063,"Independence County, Arkansas",05,2020-2024,less_than_six_months,1.3651877133105803,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05065,"Izard County, Arkansas",05,2020-2024,less_than_six_months,5.529953917050691,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05067,"Jackson County, Arkansas",05,2020-2024,less_than_six_months,23.076923076923077,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05069,"Jefferson County, Arkansas",05,2020-2024,less_than_six_months,9.420289855072465,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05071,"Johnson County, Arkansas",05,2020-2024,less_than_six_months,7.5098814229249005,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05073,"Lafayette County, Arkansas",05,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
05075,"Lawrence County, Arkansas",05,2020-2024,less_than_six_months,17.346938775510203,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05077,"Lee County, Arkansas",05,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
05079,"Lincoln County, Arkansas",05,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
05081,"Little River County, Arkansas",05,2020-2024,less_than_six_months,1.6,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05083,"Logan County, Arkansas",05,2020-2024,less_than_six_months,1.7543859649122806,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05085,"Lonoke County, Arkansas",05,2020-2024,less_than_six_months,1.0666666666666667,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05087,"Madison County, Arkansas",05,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
05089,"Marion County, Arkansas",05,2020-2024,less_than_six_months,3.3185840707964607,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05091,"Miller County, Arkansas",05,2020-2024,less_than_six_months,7.468879668049793,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05093,"Mississippi County, Arkansas",05,2020-2024,less_than_six_months,2.01765447667087,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05095,"Monroe County, Arkansas",05,2020-2024,less_than_six_months,31.25,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05097,"Montgomery County, Arkansas",05,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
05099,"Nevada County, Arkansas",05,2020-2024,less_than_six_months,28.865979381443296,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05101,"Newton County, Arkansas",05,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
05103,"Ouachita County, Arkansas",05,2020-2024,less_than_six_months,4.3478260869565215,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05105,"Perry County, Arkansas",05,2020-2024,less_than_six_months,29.6875,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05107,"Phillips County, Arkansas",05,2020-2024,less_than_six_months,13.535911602209943,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05109,"Pike County, Arkansas",05,2020-2024,less_than_six_months,16.75977653631285,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05111,"Poinsett County, Arkansas",05,2020-2024,less_than_six_months,27.009646302250808,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05113,"Polk County, Arkansas",05,2020-2024,less_than_six_months,0.78125,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05115,"Pope County, Arkansas",05,2020-2024,less_than_six_months,9.076682316118937,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05117,"Prairie County, Arkansas",05,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
05119,"Pulaski County, Arkansas",05,2020-2024,less_than_six_months,13.87370977534912,18,86.74242424242425,9,132,Retained
05121,"Randolph County, Arkansas",05,2020-2024,less_than_six_months,38.46153846153847,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05123,"St. Francis County, Arkansas",05,2020-2024,less_than_six_months,12.42603550295858,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05125,"Saline County, Arkansas",05,2020-2024,less_than_six_months,17.431192660550458,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05127,"Scott County, Arkansas",05,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
05129,"Searcy County, Arkansas",05,2020-2024,less_than_six_months,9.375,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05131,"Sebastian County, Arkansas",05,2020-2024,less_than_six_months,14.715025906735752,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05133,"Sevier County, Arkansas",05,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
05135,"Sharp County, Arkansas",05,2020-2024,less_than_six_months,21.70212765957447,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05137,"Stone County, Arkansas",05,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
05139,"Union County, Arkansas",05,2020-2024,less_than_six_months,11.594202898550725,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05141,"Van Buren County, Arkansas",05,2020-2024,less_than_six_months,21.561338289962826,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05143,"Washington County, Arkansas",05,2020-2024,less_than_six_months,5.223880597014925,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05145,"White County, Arkansas",05,2020-2024,less_than_six_months,17.18555417185554,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
05147,"Woodruff County, Arkansas",05,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
05149,"Yell County, Arkansas",05,2020-2024,less_than_six_months,14.772727272727273,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
06001,"Alameda County, California",06,2020-2024,less_than_six_months,9.860111367649056,65,51.13636363636363,6,132,Retained
06003,"Alpine County, California",06,2020-2024,less_than_six_months,5.555555555555555,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
06005,"Amador County, California",06,2020-2024,less_than_six_months,1.5184381778741864,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
06007,"Butte County, California",06,2020-2024,less_than_six_months,12.383177570093459,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
06009,"Calaveras County, California",06,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
06011,"Colusa County, California",06,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
06013,"Contra Costa County, California",06,2020-2024,less_than_six_months,10.598761183757741,49,63.25757575757576,7,132,Retained
06015,"Del Norte County, California",06,2020-2024,less_than_six_months,13.714285714285715,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
06017,"El Dorado County, California",06,2020-2024,less_than_six_months,3.5000000000000004,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
06019,"Fresno County, California",06,2020-2024,less_than_six_months,6.410072971812848,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
06021,"Glenn County, California",06,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
06023,"Humboldt County, California",06,2020-2024,less_than_six_months,24.137931034482758,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
06025,"Imperial County, California",06,2020-2024,less_than_six_months,9.306440198159944,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
06027,"Inyo County, California",06,2020-2024,less_than_six_months,27.85388127853881,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
06029,"Kern County, California",06,2020-2024,less_than_six_months,8.849935870029928,85,35.984848484848484,4,132,Retained
06031,"Kings County, California",06,2020-2024,less_than_six_months,3.6596523330283626,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
06033,"Lake County, California",06,2020-2024,less_than_six_months,4.243281471004243,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
06035,"Lassen County, California",06,2020-2024,less_than_six_months,3.6885245901639343,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
06037,"Los Angeles County, California",06,2020-2024,less_than_six_months,9.172170451461142,75,43.56060606060606,5,132,Retained
06039,"Madera County, California",06,2020-2024,less_than_six_months,12.83147989734816,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
06041,"Marin County, California",06,2020-2024,less_than_six_months,3.8600723763570564,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
06043,"Mariposa County, California",06,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
06045,"Mendocino County, California",06,2020-2024,less_than_six_months,21.25205930807249,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
06047,"Merced County, California",06,2020-2024,less_than_six_months,12.26172076249356,34,74.62121212121212,8,132,Retained
06049,"Modoc County, California",06,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
06051,"Mono County, California",06,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
06053,"Monterey County, California",06,2020-2024,less_than_six_months,5.2663808940600125,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
06055,"Napa County, California",06,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
06057,"Nevada County, California",06,2020-2024,less_than_six_months,22.625215889464595,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
06059,"Orange County, California",06,2020-2024,less_than_six_months,10.951213726575473,41,69.31818181818181,7,132,Retained
06061,"Placer County, California",06,2020-2024,less_than_six_months,11.833333333333334,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
06063,"Plumas County, California",06,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
06065,"Riverside County, California",06,2020-2024,less_than_six_months,8.406735751295336,93,29.924242424242426,3,132,Retained
06067,"Sacramento County, California",06,2020-2024,less_than_six_months,9.045340624287993,78,41.28787878787879,5,132,Retained
06069,"San Benito County, California",06,2020-2024,less_than_six_months,10.491803278688524,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
06071,"San Bernardino County, California",06,2020-2024,less_than_six_months,6.250825082508251,119,10.227272727272727,2,132,Retained
06073,"San Diego County, California",06,2020-2024,less_than_six_months,9.031269160024525,79,40.53030303030303,5,132,Retained
06075,"San Francisco County, California",06,2020-2024,less_than_six_months,19.016196760647873,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
06077,"San Joaquin County, California",06,2020-2024,less_than_six_months,8.942390369733449,82,38.25757575757576,4,132,Retained
06079,"San Luis Obispo County, California",06,2020-2024,less_than_six_months,7.857811038353601,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
06081,"San Mateo County, California",06,2020-2024,less_than_six_months,14.969888156008029,9,93.56060606060606,10,132,Retained
06083,"Santa Barbara County, California",06,2020-2024,less_than_six_months,7.682698313554029,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
06085,"Santa Clara County, California",06,2020-2024,less_than_six_months,10.467528322961545,51,61.74242424242424,7,132,Retained
06087,"Santa Cruz County, California",06,2020-2024,less_than_six_months,5.3097345132743365,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
06089,"Shasta County, California",06,2020-2024,less_than_six_months,3.4752389226759344,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
06091,"Sierra County, California",06,2020-2024,less_than_six_months,NA,NA,NA,NA,132,Missing input or nonpositive denominator
06093,"Siskiyou County, California",06,2020-2024,less_than_six_months,3.9560439560439558,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
06095,"Solano County, California",06,2020-2024,less_than_six_months,5.062893081761007,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
06097,"Sonoma County, California",06,2020-2024,less_than_six_months,8.75,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
06099,"Stanislaus County, California",06,2020-2024,less_than_six_months,6.608054452637549,115,13.257575757575758,2,132,Retained
06101,"Sutter County, California",06,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
06103,"Tehama County, California",06,2020-2024,less_than_six_months,4.230769230769231,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
06105,"Trinity County, California",06,2020-2024,less_than_six_months,44.36619718309859,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
06107,"Tulare County, California",06,2020-2024,less_than_six_months,5.95903165735568,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
06109,"Tuolumne County, California",06,2020-2024,less_than_six_months,19.11111111111111,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
06111,"Ventura County, California",06,2020-2024,less_than_six_months,8.251633986928104,99,25.37878787878788,3,132,Retained
06113,"Yolo County, California",06,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
06115,"Yuba County, California",06,2020-2024,less_than_six_months,23.24561403508772,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
08001,"Adams County, Colorado",08,2020-2024,less_than_six_months,7.705099778270511,103,22.348484848484848,3,132,Retained
08003,"Alamosa County, Colorado",08,2020-2024,less_than_six_months,80.76923076923077,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
08005,"Arapahoe County, Colorado",08,2020-2024,less_than_six_months,9.577159378388146,67,49.621212121212125,5,132,Retained
08007,"Archuleta County, Colorado",08,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
08009,"Baca County, Colorado",08,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
08011,"Bent County, Colorado",08,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
08013,"Boulder County, Colorado",08,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
08014,"Broomfield County, Colorado",08,2020-2024,less_than_six_months,1.9230769230769231,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate
08015,"Chaffee County, Colorado",08,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
08017,"Cheyenne County, Colorado",08,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
08019,"Clear Creek County, Colorado",08,2020-2024,less_than_six_months,NA,NA,NA,NA,132,Missing input or nonpositive denominator
08021,"Conejos County, Colorado",08,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
08023,"Costilla County, Colorado",08,2020-2024,less_than_six_months,0,NA,NA,NA,132,Unavailable MOE or zero percentage
